"set","rank","es","hit","metric"
"Interferon response",52,0.313581824610232,0,1.95127321017992
"Interferon response",53,0.311398418496695,0,1.93467584919359
"Interferon response",54,0.309215012383158,0,1.933706293654
"Interferon response",55,0.307031606269621,0,1.91802364489345
"Interferon response",56,0.342406468975964,1,1.9056191980221
"Interferon response",57,0.377746973755623,1,1.90376836045873
"Interferon response",58,0.375563567642085,0,1.89902675129802
"Interferon response",59,0.373380161528548,0,1.87576075862595
"Interferon response",60,0.371196755415011,0,1.85382015380434
"Interferon response",61,0.369013349301474,0,1.8508520965759
"Interferon response",62,0.366829943187937,0,1.83469587738463
"Interferon response",63,0.3646465370744,0,1.82918589483645
"Interferon response",64,0.362463130960863,0,1.81341117030844
"Interferon response",65,0.360279724847326,0,1.80694760450641
"Interferon response",66,0.358096318733788,0,1.80198772693083
"Interferon response",67,0.355912912620251,0,1.7994339057126
"Interferon response",68,0.353729506506714,0,1.76848885623346
"Interferon response",69,0.351546100393177,0,1.76785600886373
"Interferon response",70,0.34936269427964,0,1.75974279749725
"Interferon response",71,0.381958532083688,1,1.7559150634914
"Interferon response",72,0.379775125970151,0,1.73475879132441
"Interferon response",73,0.377591719856614,0,1.72930018746509
"Interferon response",74,0.409677481474043,1,1.72843761483683
"Interferon response",75,0.407494075360505,0,1.72462767873619
"Interferon response",76,0.405310669246968,0,1.71284937533563
"Interferon response",77,0.403127263133431,0,1.70183209499603
"Interferon response",78,0.400943857019894,0,1.69701372617516
"Interferon response",79,0.432066366028299,1,1.6765478681673
"Interferon response",80,0.429882959914761,0,1.67121592396764
"Interferon response",81,0.427699553801224,0,1.66054161003842
"Interferon response",82,0.425516147687687,0,1.65713089656426
"Interferon response",83,0.42333274157415,0,1.64286465522585
"Interferon response",84,0.421149335460613,0,1.63856460463576
"Interferon response",85,0.418965929347076,0,1.6373043612187
"Interferon response",86,0.416782523233539,0,1.60332841753961
"Interferon response",87,0.414599117120002,0,1.59966823849057
"Interferon response",88,0.412415711006464,0,1.59286467760109
"Interferon response",89,0.410232304892927,0,1.57538849023322
"Interferon response",90,0.40804889877939,0,1.57447760456397
"Interferon response",91,0.405865492665853,0,1.5686311761631
"Interferon response",92,0.403682086552316,0,1.55605904506533
"Interferon response",93,0.401498680438779,0,1.51983273205309
"Interferon response",94,0.399315274325242,0,1.49397687059111
"Interferon response",95,0.397131868211705,0,1.48079303004747
"Interferon response",96,0.394948462098167,0,1.47350876893667
"Interferon response",97,0.39276505598463,0,1.46294631039584
"Interferon response",98,0.390581649871093,0,1.46038511780705
"Interferon response",99,0.388398243757556,0,1.45953956698532
"Interferon response",100,0.386214837644019,0,1.458813485865
"Interferon response",101,0.384031431530482,0,1.45723341159838
"Interferon response",102,0.410855405522417,1,1.44498878287128
"Interferon response",103,0.40867199940888,0,1.43407421396235
"Interferon response",104,0.406488593295343,0,1.42336341554179
"Interferon response",105,0.404305187181806,0,1.38528667652694
"Interferon response",106,0.402121781068269,0,1.37478659787656
"Interferon response",107,0.399938374954732,0,1.36839452743188
"Interferon response",108,0.397754968841195,0,1.36208232827014
"Interferon response",109,0.395571562727658,0,1.36161714929754
"Interferon response",110,0.39338815661412,0,1.3551619486213
"Interferon response",111,0.391204750500583,0,1.35433348729149
"Interferon response",112,0.415925989417196,1,1.33171590995152
"Interferon response",113,0.44054767815747,1,1.32635321133772
"Interferon response",114,0.438364272043932,0,1.30556685842755
"Interferon response",115,0.436180865930395,0,1.30376610406818
"Interferon response",116,0.460162892419632,1,1.29189505171332
"Interferon response",117,0.457979486306094,0,1.28893132037051
"Interferon response",118,0.455796080192557,0,1.28799898641507
"Interferon response",119,0.45361267407902,0,1.28770261482619
"Interferon response",120,0.451429267965483,0,1.27572495623111
"Interferon response",121,0.47489650507363,1,1.2641637065577
"Interferon response",122,0.472713098960093,0,1.25526088876974
"Interferon response",123,0.470529692846556,0,1.24616581301134
"Interferon response",124,0.468346286733018,0,1.24132973639268
"Interferon response",125,0.466162880619481,0,1.2252926004354
"Interferon response",126,0.463979474505944,0,1.22336207453784
"Interferon response",127,0.461796068392407,0,1.21668240165301
"Interferon response",128,0.45961266227887,0,1.20963734590996
"Interferon response",129,0.457429256165333,0,1.19712516446209
"Interferon response",130,0.455245850051796,0,1.19435973483815
"Interferon response",131,0.453062443938259,0,1.18383192238025
"Interferon response",132,0.450879037824721,0,1.18131913346571
"Interferon response",133,0.448695631711184,0,1.17115721621283
"Interferon response",134,0.446512225597647,0,1.16053840225004
"Interferon response",135,0.44432881948411,0,1.15459414379303
"Interferon response",136,0.442145413370573,0,1.1382394852738
"Interferon response",137,0.439962007257036,0,1.13439882959851
"Interferon response",138,0.437778601143499,0,1.12124417596697
"Interferon response",139,0.435595195029962,0,1.11606791114223
"Interferon response",140,0.433411788916424,0,1.11276502140348
"Interferon response",141,0.431228382802887,0,1.11137858103731
"Interferon response",142,0.42904497668935,0,1.11045856067943
"Interferon response",143,0.426861570575813,0,1.10648666244822
"Interferon response",144,0.424678164462276,0,1.09896023658965
"Interferon response",145,0.444950697218319,1,1.09206720979073
"Interferon response",146,0.46511427396897,1,1.08619782572165
"Interferon response",147,0.462930867855432,0,1.0843878523743
"Interferon response",148,0.460747461741895,0,1.05962293963926
"Interferon response",149,0.458564055628358,0,1.05642602776322
"Interferon response",150,0.478130895496976,1,1.05405202580692
"Interferon response",151,0.497572532050955,1,1.04730741051292
"Interferon response",152,0.495389125937418,0,1.01656776987922
"Interferon response",153,0.514169588693633,1,1.01169043885967
"Interferon response",154,0.511986182580096,0,1.01093085987489
"Interferon response",155,0.509802776466559,0,1.0104543463691
"Interferon response",156,0.507619370353022,0,0.99553050840521
"Interferon response",157,0.505435964239484,0,0.983621312442344
"Interferon response",158,0.503252558125947,0,0.983012255327862
"Interferon response",159,0.521057137619407,1,0.959120287677113
"Interferon response",160,0.51887373150587,0,0.954434299445955
"Interferon response",161,0.516690325392333,0,0.950973789358278
"Interferon response",162,0.514506919278795,0,0.950706524054749
"Interferon response",163,0.512323513165258,0,0.947437312770746
"Interferon response",164,0.510140107051721,0,0.946794455366771
"Interferon response",165,0.507956700938184,0,0.920486337796824
"Interferon response",166,0.505773294824647,0,0.916117532372496
"Interferon response",167,0.50358988871111,0,0.900961210256636
"Interferon response",168,0.520290373469693,1,0.899643473853642
"Interferon response",169,0.518106967356156,0,0.875037808400811
"Interferon response",170,0.515923561242619,0,0.874311287628398
"Interferon response",171,0.513740155129082,0,0.84541770506758
"Interferon response",172,0.511556749015544,0,0.845408150965355
"Interferon response",173,0.509373342902007,0,0.836704336214946
"Interferon response",174,0.50718993678847,0,0.835445215922745
"Interferon response",175,0.505006530674933,0,0.828470612434562
"Interferon response",176,0.502823124561396,0,0.78325758491542
"Interferon response",177,0.500639718447859,0,0.759392294076743
"Interferon response",178,0.498456312334322,0,0.748732388988156
"Interferon response",179,0.496272906220785,0,0.737727447449788
"Interferon response",180,0.494089500107248,0,0.737489399831483
"Interferon response",181,0.491906093993711,0,0.736476182045936
"Interferon response",182,0.489722687880174,0,0.731335348610902
"Interferon response",183,0.487539281766636,0,0.721219262197578
"Interferon response",184,0.50061131753479,1,0.70418145573631
"Interferon response",185,0.498427911421253,0,0.681340136226567
"Interferon response",186,0.496244505307716,0,0.679658246689702
"Interferon response",187,0.494061099194179,0,0.676799982988664
"Interferon response",188,0.491877693080642,0,0.664546899444535
"Interferon response",189,0.504201258819631,1,0.663861896942291
"Interferon response",190,0.502017852706094,0,0.648742961111809
"Interferon response",191,0.499834446592557,0,0.647602864969348
"Interferon response",192,0.49765104047902,0,0.647381470860189
"Interferon response",193,0.495467634365483,0,0.643929233861689
"Interferon response",194,0.493284228251946,0,0.631288046684223
"Interferon response",195,0.491100822138409,0,0.586179771447202
"Interferon response",196,0.488917416024871,0,0.550149406700586
"Interferon response",197,0.486734009911334,0,0.539484954534644
"Interferon response",198,0.484550603797797,0,0.536935851216148
"Interferon response",199,0.494255146077489,1,0.522776928626235
"Interferon response",200,0.492071739963951,0,0.521298447995155
"Interferon response",201,0.489888333850414,0,0.511805680325801
"Interferon response",202,0.487704927736877,0,0.504202899157559
"Interferon response",203,0.48552152162334,0,0.499064121580574
"Interferon response",204,0.483338115509803,0,0.497453970165913
"Interferon response",205,0.481154709396266,0,0.490890407565415
"Interferon response",206,0.478971303282729,0,0.482650456459906
"Interferon response",207,0.476787897169192,0,0.470803237145615
"Interferon response",208,0.485389689150306,1,0.463372538649176
"Interferon response",209,0.483206283036769,0,0.460629965346158
"Interferon response",210,0.491707096029957,1,0.45793287095106
"Interferon response",211,0.48952368991642,0,0.457617143044112
"Interferon response",212,0.487340283802883,0,0.437121675665178
"Interferon response",213,0.485156877689346,0,0.430132557321803
"Interferon response",214,0.482973471575809,0,0.430089188453776
"Interferon response",215,0.480790065462272,0,0.424099409706475
"Interferon response",216,0.478606659348735,0,0.409920083909518
"Interferon response",217,0.476423253235198,0,0.40424602078437
"Interferon response",218,0.47423984712166,0,0.401741973732734
"Interferon response",219,0.472056441008123,0,0.386348273503573
"Interferon response",220,0.469873034894586,0,0.383986986850487
"Interferon response",221,0.467689628781049,0,0.369384412068913
"Interferon response",222,0.474537735288941,1,0.368902724510051
"Interferon response",223,0.472354329175404,0,0.366993476695706
"Interferon response",224,0.470170923061867,0,0.352666342801195
"Interferon response",225,0.46798751694833,0,0.339186286813059
"Interferon response",226,0.465804110834793,0,0.334467241589633
"Interferon response",227,0.463620704721255,0,0.322005404226152
"Interferon response",228,0.461437298607718,0,0.305860755568477
"Interferon response",229,0.459253892494181,0,0.304452805248472
"Interferon response",230,0.457070486380644,0,0.299364894171991
"Interferon response",231,0.454887080267107,0,0.297710974891355
"Interferon response",232,0.45270367415357,0,0.252654064131512
"Interferon response",233,0.450520268040033,0,0.244794647305695
"Interferon response",234,0.448336861926496,0,0.243900541633663
"Interferon response",235,0.446153455812959,0,0.228397736931472
"Interferon response",236,0.443970049699421,0,0.213793511665937
"Interferon response",237,0.441786643585884,0,0.202977640632223
"Interferon response",238,0.439603237472347,0,0.202478283036309
"Interferon response",239,0.43741983135881,0,0.188999885181094
"Interferon response",240,0.435236425245273,0,0.188349240454021
"Interferon response",241,0.433053019131736,0,0.180927307780854
"Interferon response",242,0.430869613018199,0,0.175400764407927
"Interferon response",243,0.428686206904662,0,0.175209857384368
"Interferon response",244,0.426502800791124,0,0.16524826610157
"Interferon response",245,0.424319394677587,0,0.164773216398127
"Interferon response",246,0.42213598856405,0,0.160292173718635
"Interferon response",247,0.425019412101337,1,0.155328016232738
"Interferon response",248,0.422836005987799,0,0.148235794597963
"Interferon response",249,0.420652599874262,0,0.134585501247469
"Interferon response",250,0.418469193760725,0,0.109422424823116
"Interferon response",251,0.416285787647188,0,0.103967302452197
"Interferon response",252,0.414102381533651,0,0.0996941592709324
"Interferon response",253,0.411918975420114,0,0.0858401876820241
"Interferon response",254,0.409735569306577,0,0.0857832077224288
"Interferon response",255,0.40755216319304,0,0.0838303058751574
"Interferon response",256,0.405368757079502,0,0.060361412891823
"Interferon response",257,0.403185350965965,0,0.059872281569506
"Interferon response",258,0.401001944852428,0,0.0539307082703683
"Interferon response",259,0.401816274936764,1,0.0438673940622573
"Interferon response",260,0.399632868823227,0,0.0382751477360949
"Interferon response",261,0.39744946270969,0,0.0242156943638104
"Interferon response",262,0.395266056596153,0,-0.0047506641800863
"Interferon response",263,0.393082650482616,0,-0.00836413949321295
"Interferon response",264,0.390899244369079,0,-0.0199493347511541
"Interferon response",265,0.388715838255541,0,-0.0230186321692082
"Interferon response",266,0.386532432142004,0,-0.0261440786853823
"Interferon response",267,0.384349026028467,0,-0.0285464008384364
"Interferon response",268,0.38216561991493,0,-0.0343100179822681
"Interferon response",269,0.379982213801393,0,-0.0360502005165841
"Interferon response",270,0.377798807687856,0,-0.0488977884021888
"Interferon response",271,0.375615401574319,0,-0.0623427488573293
"Interferon response",272,0.373431995460782,0,-0.0745369152677956
"Interferon response",273,0.371248589347244,0,-0.0837682566694349
"Interferon response",274,0.369065183233707,0,-0.0998573328953242
"Interferon response",275,0.371156963271637,1,-0.112682732690936
"Interferon response",276,0.3689735571581,0,-0.137464051674354
"Interferon response",277,0.366790151044562,0,-0.150522707946355
"Interferon response",278,0.364606744931025,0,-0.153912510456516
"Interferon response",279,0.362423338817488,0,-0.159073172674203
"Interferon response",280,0.365427193302869,1,-0.161815547467261
"Interferon response",281,0.363243787189332,0,-0.16362210633426
"Interferon response",282,0.361060381075795,0,-0.177196299680148
"Interferon response",283,0.358876974962257,0,-0.194497235502681
"Interferon response",284,0.35669356884872,0,-0.198040351706183
"Interferon response",285,0.354510162735183,0,-0.226482229297765
"Interferon response",286,0.352326756621646,0,-0.22988298972916
"Interferon response",287,0.350143350508109,0,-0.237859881492997
"Interferon response",288,0.354601088047911,1,-0.240135214265234
"Interferon response",289,0.352417681934374,0,-0.242972325706801
"Interferon response",290,0.350234275820837,0,-0.24774477339097
"Interferon response",291,0.3480508697073,0,-0.26047785354135
"Interferon response",292,0.345867463593763,0,-0.260935588269616
"Interferon response",293,0.343684057480226,0,-0.266648173969506
"Interferon response",294,0.341500651366688,0,-0.280244808821827
"Interferon response",295,0.339317245253151,0,-0.28804257633161
"Interferon response",296,0.337133839139614,0,-0.295667125940852
"Interferon response",297,0.334950433026077,0,-0.296566587039256
"Interferon response",298,0.33276702691254,0,-0.300625601177386
"Interferon response",299,0.330583620799003,0,-0.316429911596641
"Interferon response",300,0.328400214685466,0,-0.316908407625721
"Interferon response",301,0.326216808571929,0,-0.333249269179355
"Interferon response",302,0.324033402458391,0,-0.336863498838857
"Interferon response",303,0.321849996344854,0,-0.342710247734003
"Interferon response",304,0.319666590231317,0,-0.358496285554487
"Interferon response",305,0.31748318411778,0,-0.359320562501525
"Interferon response",306,0.315299778004243,0,-0.382311113850665
"Interferon response",307,0.313116371890706,0,-0.39237781340599
"Interferon response",308,0.310932965777169,0,-0.415731683162412
"Interferon response",309,0.308749559663632,0,-0.418178953365887
"Interferon response",310,0.306566153550094,0,-0.442416207096637
"Interferon response",311,0.304382747436557,0,-0.447793577007274
"Interferon response",312,0.30219934132302,0,-0.46060608585447
"Interferon response",313,0.300015935209483,0,-0.460865119896649
"Interferon response",314,0.297832529095946,0,-0.466377844612634
"Interferon response",315,0.295649122982409,0,-0.49402100888432
"Interferon response",316,0.293465716868872,0,-0.495005467953641
"Interferon response",317,0.291282310755335,0,-0.532021707496604
"Interferon response",318,0.289098904641797,0,-0.542510064583511
"Interferon response",319,0.28691549852826,0,-0.544707718800798
"Interferon response",320,0.284732092414723,0,-0.545091528662191
"Interferon response",321,0.282548686301186,0,-0.547101447165442
"Interferon response",322,0.280365280187649,0,-0.570408154111314
"Interferon response",323,0.278181874074112,0,-0.575808518836208
"Interferon response",324,0.275998467960575,0,-0.601961841075508
"Interferon response",325,0.273815061847038,0,-0.609980055277514
"Interferon response",326,0.2716316557335,0,-0.610446851979436
"Interferon response",327,0.269448249619963,0,-0.627536234025895
"Interferon response",328,0.267264843506426,0,-0.657230457765395
"Interferon response",329,0.265081437392889,0,-0.662507033066634
"Interferon response",330,0.262898031279352,0,-0.663478588363144
"Interferon response",331,0.260714625165815,0,-0.663572466413798
"Interferon response",332,0.258531219052278,0,-0.67166740536407
"Interferon response",333,0.256347812938741,0,-0.672837659926653
"Interferon response",334,0.254164406825204,0,-0.675205479151791
"Interferon response",335,0.251981000711666,0,-0.68632177398004
"Interferon response",336,0.249797594598129,0,-0.688314375964162
"Interferon response",337,0.247614188484592,0,-0.714270874608021
"Interferon response",338,0.245430782371055,0,-0.714948421398165
"Interferon response",339,0.243247376257518,0,-0.7275008554898
"Interferon response",340,0.241063970143981,0,-0.727735230764677
"Interferon response",341,0.238880564030444,0,-0.728509735976451
"Interferon response",342,0.236697157916907,0,-0.729874901170676
"Interferon response",343,0.234513751803369,0,-0.733713877594393
"Interferon response",344,0.232330345689832,0,-0.73699764474917
"Interferon response",345,0.230146939576295,0,-0.75201423965756
"Interferon response",346,0.227963533462758,0,-0.759688945447083
"Interferon response",347,0.225780127349221,0,-0.796763148618463
"Interferon response",348,0.223596721235684,0,-0.797269506028586
"Interferon response",349,0.221413315122147,0,-0.802137326150577
"Interferon response",350,0.21922990900861,0,-0.806041708626516
"Interferon response",351,0.217046502895072,0,-0.815022836905215
"Interferon response",352,0.214863096781535,0,-0.835834923672225
"Interferon response",353,0.212679690667998,0,-0.837131913589837
"Interferon response",354,0.210496284554461,0,-0.856868874275781
"Interferon response",355,0.208312878440924,0,-0.858496755844766
"Interferon response",356,0.206129472327387,0,-0.859700067995391
"Interferon response",357,0.20394606621385,0,-0.869694093538012
"Interferon response",358,0.201762660100313,0,-0.873119161278804
"Interferon response",359,0.199579253986775,0,-0.893173063161044
"Interferon response",360,0.197395847873238,0,-0.90210809470946
"Interferon response",361,0.195212441759701,0,-0.918359672027279
"Interferon response",362,0.212310350075004,1,-0.921052403853418
"Interferon response",363,0.210126943961467,0,-0.922306101496894
"Interferon response",364,0.20794353784793,0,-0.951501449039206
"Interferon response",365,0.205760131734392,0,-0.961496704157671
"Interferon response",366,0.203576725620855,0,-0.970070639866715
"Interferon response",367,0.201393319507318,0,-0.970180565498713
"Interferon response",368,0.199209913393781,0,-0.973160779124804
"Interferon response",369,0.197026507280244,0,-0.973939512181478
"Interferon response",370,0.194843101166707,0,-0.991283208766742
"Interferon response",371,0.19265969505317,0,-1.02673986190696
"Interferon response",372,0.190476288939633,0,-1.03556585038055
"Interferon response",373,0.188292882826095,0,-1.06000485399114
"Interferon response",374,0.186109476712558,0,-1.06151687442204
"Interferon response",375,0.183926070599021,0,-1.06553482056821
"Interferon response",376,0.181742664485484,0,-1.06990826014608
"Interferon response",377,0.179559258371947,0,-1.06998263159968
"Interferon response",378,0.17737585225841,0,-1.07871104798954
"Interferon response",379,0.175192446144873,0,-1.10516923226617
"Interferon response",380,0.173009040031336,0,-1.10549455486672
"Interferon response",381,0.170825633917798,0,-1.11251931666777
"Interferon response",382,0.168642227804261,0,-1.12709508198678
"Interferon response",383,0.166458821690724,0,-1.12955736062482
"Interferon response",384,0.164275415577187,0,-1.1444062977111
"Interferon response",385,0.16209200946365,0,-1.1641363145764
"Interferon response",386,0.183837429333222,1,-1.17141061200719
"Interferon response",387,0.181654023219685,0,-1.17890325344366
"Interferon response",388,0.179470617106148,0,-1.18249425056321
"Interferon response",389,0.177287210992611,0,-1.19074156793693
"Interferon response",390,0.175103804879074,0,-1.20584939536312
"Interferon response",391,0.172920398765537,0,-1.21334030773433
"Interferon response",392,0.170736992652,0,-1.21758728291092
"Interferon response",393,0.168553586538462,0,-1.22721490462927
"Interferon response",394,0.166370180424925,0,-1.22750274649069
"Interferon response",395,0.164186774311388,0,-1.23236056843958
"Interferon response",396,0.162003368197851,0,-1.23359058992893
"Interferon response",397,0.159819962084314,0,-1.23595862790294
"Interferon response",398,0.157636555970777,0,-1.24416618000214
"Interferon response",399,0.15545314985724,0,-1.25765626998716
"Interferon response",400,0.153269743743703,0,-1.27683007956466
"Interferon response",401,0.151086337630165,0,-1.30858931466386
"Interferon response",402,0.148902931516628,0,-1.31403024589856
"Interferon response",403,0.146719525403091,0,-1.3186977511487
"Interferon response",404,0.144536119289554,0,-1.32650090935341
"Interferon response",405,0.142352713176017,0,-1.36807467185416
"Interferon response",406,0.14016930706248,0,-1.38486336563787
"Interferon response",407,0.137985900948943,0,-1.387151784364
"Interferon response",408,0.135802494835406,0,-1.38844991107282
"Interferon response",409,0.133619088721868,0,-1.40259948273001
"Interferon response",410,0.131435682608331,0,-1.41452210211299
"Interferon response",411,0.129252276494794,0,-1.42442320418021
"Interferon response",412,0.127068870381257,0,-1.42939887214658
"Interferon response",413,0.12488546426772,0,-1.45047798376481
"Interferon response",414,0.122702058154183,0,-1.45767027941902
"Interferon response",415,0.120518652040646,0,-1.46527332074354
"Interferon response",416,0.118335245927109,0,-1.46707774304181
"Interferon response",417,0.116151839813571,0,-1.46850870037407
"Interferon response",418,0.113968433700034,0,-1.47080764216143
"Interferon response",419,0.111785027586497,0,-1.47342879248953
"Interferon response",420,0.10960162147296,0,-1.48250888210302
"Interferon response",421,0.107418215359423,0,-1.50016142561843
"Interferon response",422,0.105234809245886,0,-1.5095893140269
"Interferon response",423,0.13326647916425,1,-1.51004652067451
"Interferon response",424,0.131083073050712,0,-1.51297201768096
"Interferon response",425,0.128899666937175,0,-1.51428865315435
"Interferon response",426,0.126716260823638,0,-1.52084529887357
"Interferon response",427,0.124532854710101,0,-1.52281613966698
"Interferon response",428,0.122349448596564,0,-1.55357019933059
"Interferon response",429,0.120166042483027,0,-1.58144039735337
"Interferon response",430,0.11798263636949,0,-1.58208291847126
"Interferon response",431,0.115799230255953,0,-1.59596068491646
"Interferon response",432,0.113615824142415,0,-1.60121285754382
"Interferon response",433,0.111432418028878,0,-1.60908596939553
"Interferon response",434,0.109249011915341,0,-1.61287737597044
"Interferon response",435,0.107065605801804,0,-1.63176590616936
"Interferon response",436,0.104882199688267,0,-1.64562986278451
"Interferon response",437,0.10269879357473,0,-1.64584767107251
"Interferon response",438,0.100515387461193,0,-1.65069949740274
"Interferon response",439,0.0983319813476555,0,-1.65513631766414
"Interferon response",440,0.0961485752341184,0,-1.66056982593184
"Interferon response",441,0.0939651691205813,0,-1.66166095295567
"Interferon response",442,0.0917817630070442,0,-1.66557539343992
"Interferon response",443,0.089598356893507,0,-1.66855244522309
"Interferon response",444,0.0874149507799699,0,-1.67319825849222
"Interferon response",445,0.0852315446664328,0,-1.68146707669772
"Interferon response",446,0.0830481385528957,0,-1.70340790957984
"Interferon response",447,0.0808647324393585,0,-1.70395950102405
"Interferon response",448,0.0786813263258214,0,-1.71744727468635
"Interferon response",449,0.0764979202122843,0,-1.72439502421718
"Interferon response",450,0.0743145140987472,0,-1.73484804883846
"Interferon response",451,0.07213110798521,0,-1.75155980806321
"Interferon response",452,0.0699477018716729,0,-1.75518333318091
"Interferon response",453,0.102620087336244,1,-1.7600386326107
"Interferon response",454,0.100436681222707,0,-1.76226892769911
"Interferon response",455,0.0982532751091694,0,-1.77672116211518
"Interferon response",456,0.0960698689956323,0,-1.77678460897322
"Interferon response",457,0.0938864628820952,0,-1.78457357025586
"Interferon response",458,0.091703056768558,0,-1.78641431958793
"Interferon response",459,0.0895196506550209,0,-1.79651720408164
"Interferon response",460,0.0873362445414838,0,-1.804993467133
"Interferon response",461,0.0851528384279467,0,-1.80873750732415
"Interferon response",462,0.0829694323144096,0,-1.82030497173847
"Interferon response",463,0.0807860262008724,0,-1.8279478879317
"Interferon response",464,0.0786026200873353,0,-1.83771603761474
"Interferon response",465,0.0764192139737982,0,-1.86663102359792
"Interferon response",466,0.0742358078602611,0,-1.87263688554054
"Interferon response",467,0.072052401746724,0,-1.87563709339402
"Interferon response",468,0.0698689956331868,0,-1.88223841123835
"Interferon response",469,0.0676855895196497,0,-1.8930628810075
"Interferon response",470,0.0655021834061126,0,-1.89964868478034
"Interferon response",471,0.0633187772925755,0,-1.90330211448374
"Interferon response",472,0.0611353711790383,0,-1.91753902635131
"Interferon response",473,0.0589519650655012,0,-1.9332418262583
"Interferon response",474,0.0567685589519641,0,-1.94432108265385
"Interferon response",475,0.054585152838427,0,-1.96844469643064
"Interferon response",476,0.0524017467248899,0,-1.96893626387542
"Interferon response",477,0.0502183406113528,0,-1.96997793850669
"Interferon response",478,0.0480349344978156,0,-1.97621776267588
"Interferon response",479,0.0458515283842785,0,-2.00164136259624
"Interferon response",480,0.0436681222707414,0,-2.00791192635822
"Interferon response",481,0.0414847161572043,0,-2.02282739966929
"Interferon response",482,0.0393013100436672,0,-2.02749705372247
"Interferon response",483,0.0371179039301301,0,-2.04635343789032
"Interferon response",484,0.034934497816593,0,-2.04660088635946
"Interferon response",485,0.0327510917030558,0,-2.05690975333201
"Interferon response",486,0.0305676855895187,0,-2.07076570609441
"Interferon response",487,0.0283842794759816,0,-2.07411882211875
"Interferon response",488,0.0262008733624445,0,-2.08243661479328
"Interferon response",489,0.0240174672489074,0,-2.09259309444474
"Interferon response",490,0.0218340611353703,0,-2.09486388899958
"Interferon response",491,0.0196506550218331,0,-2.11579373133254
"Interferon response",492,0.017467248908296,0,-2.11628484978525
"Interferon response",493,0.0152838427947589,0,-2.13357288625936
"Interferon response",494,0.0131004366812218,0,-2.16802380278177
"Interferon response",495,0.0109170305676847,0,-2.17099147879639
"Interferon response",496,0.00873362445414755,0,-2.22282368425601
"Interferon response",497,0.00655021834061043,0,-2.23151653548374
"Interferon response",498,0.00436681222707331,0,-2.25095544890291
"Interferon response",499,0.0021834061135362,0,-2.37618358837844
"Interferon response",500,-9.22872889219661e-16,0,-2.45253759900711
"Oxidative phosphorylation",1,-0.00216450216450216,0,2.5509356129574
"Oxidative phosphorylation",2,-0.00432900432900433,0,2.53519453967277
"Oxidative phosphorylation",3,-0.00649350649350649,0,2.4677030246899
"Oxidative phosphorylation",4,-0.00865800865800866,0,2.4536798973936
