"gene","log2_fold_change","pvalue"
"Gene0067",-0.445329385128205,0.500605803584365
"Gene0068",0.188322603041544,0.692993607614609
"Gene0069",0.430797637032822,0.444877400858042
"Gene0070",-0.407997437211875,0.648239053073177
"Gene0071",0.113473306932969,0.891292457153912
"Gene0072",0.332803581245259,0.612718239415382
"Gene0073",0.391101760655206,0.537613842895106
"Gene0074",0.533389166301162,0.259506265877148
"Gene0075",0.671316943388492,0.321743478987821
"Gene0076",0.0700620570062961,0.880445289277792
"Gene0077",-0.296516673166484,0.687174876542287
"Gene0078",-0.264903638934081,0.521362604847373
"Gene0079",0.243286615728962,0.786260789308369
"Gene0080",-0.550521256069738,0.208882214218457
"Gene0081",0.175081829960832,0.7768798173293
"Gene0082",-0.404221530831855,0.625184469939675
"Gene0083",-0.32382042991667,0.704896169112999
"Gene0084",-0.700213283068148,0.135986078491117
"Gene0085",-0.206369786886105,0.676546444554419
"Gene0086",-3.62437263049606,1e-12
"Gene0087",-0.232305573419585,0.795362990751059
"Gene0088",0.495754298416507,0.544636233579466
"Gene0089",-0.480025819932208,0.324560044344443
"Gene0090",0.0381012530873208,0.961297656986515
"Gene0091",-0.163387788292738,0.720553612683645
"Gene0092",1.03661017715401,0.239148551290455
"Gene0093",-0.0552395130476958,0.952335136551692
"Gene0094",0.636798845676728,0.25871637237723
"Gene0095",0.302309892867733,0.727246988042428
"Gene0096",-0.54825512695866,0.495969136870218
"Gene0097",0.180409589087517,0.687663860125358
"Gene0098",0.243676829243435,0.715278912533362
"Gene0099",0.00889738519391144,0.990159944942817
"Gene0100",-0.683124155431825,0.0557490324241
"Gene0101",0.785875557772417,0.150470413863846
"Gene0102",-0.0657080114103378,0.939275592509929
"Gene0103",-0.490437916396814,0.310353223956512
"Gene0104",0.436925477011212,0.343099875043184
"Gene0105",-0.0864773806425818,0.92233816951915
"Gene0106",0.0859458304608568,0.927538986725797
"Gene0107",-0.272553245105202,0.714298153921127
"Gene0108",0.902459079764246,0.309519153198986
"Gene0109",0.518182224756754,0.523143867857015
"Gene0110",0.262842977894351,0.767981883536511
"Gene0111",-0.840771443173045,0.0711621834642961
"Gene0112",1.45633374117568,0.119718156666012
"Gene0113",0.0777511514839588,0.930294417469313
"Gene0114",0.139521138662017,0.841951905594478
"Gene0115",-0.476119887204525,0.588481520334311
"Gene0116",0.325388539767763,0.551909073908008
"Gene0117",-0.256750124678625,0.769444542773169
"Gene0118",-0.483649149794395,0.202111349007118
"Gene0119",-0.504590580643098,0.211622090496007
"Gene0120",-0.275208557482802,0.724856568965392
"Gene0121",-2.14424221330486,5.0196647863069e-05
"Gene0122",-0.136843086439711,0.781378250531468
"Gene0123",-0.425514271904103,0.530414823935443
"Gene0124",-0.311641956950871,0.728764349223073
"Gene0125",0.524395420885448,0.252040460817318
"Gene0126",3.9705537719132,2.31520867505165e-09
"Gene0127",0.457182071561682,0.473700611354005
"Gene0128",-0.00859034987566689,0.988385616445248
"Gene0129",-0.189945860489516,0.833236301085979
"Gene0130",-0.207159476206711,0.808785725964224
"Gene0131",-0.129847569471194,0.813651352805212
"Gene0132",-0.165652229143272,0.742251426549129
"Gene0133",-0.0121542206535895,0.977703213595334
"Gene0134",0.63223099415473,0.504590869168292
"Gene0135",1.26773758120215,0.0842527922609422
"Gene0136",-0.262137139440861,0.650190216260975
"Gene0137",-0.57369789352327,0.344300338661895
"Gene0138",-0.357906828598595,0.5951530976317
"Gene0139",0.908520143247082,0.161598933028413
"Gene0140",0.14995782777684,0.762956968074687
"Gene0141",0.318061585866339,0.71646165468359
"Gene0142",0.0727474817253721,0.919964143045324
"Gene0143",0.0623049006942877,0.92658779693461
"Gene0144",-0.0580177493595921,0.94511465613748
"Gene0145",0.194986267009193,0.771651109703485
"Gene0146",0.505517041195896,0.19393284816674
"Gene0147",0.315474971238323,0.670497962851637
"Gene0148",-1.54952069858299,0.0165364848903452
"Gene0149",0.0371669604773653,0.932472731091766
"Gene0150",-0.719605889459779,0.360265923527658
"Gene0151",0.398493103237161,0.590748831845927
"Gene0152",0.634838648781085,0.151626116556718
"Gene0153",-0.528863556440644,0.476385191614055
"Gene0154",-0.00633040054771707,0.994198567249829
"Gene0155",-0.308065834426523,0.708444870303307
"Gene0156",-0.419116984780653,0.476295294285179
"Gene0157",0.374065635228326,0.348466149828503
"Gene0158",-1.25719176638403,0.14378484438978
"Gene0159",0.7104854735545,0.446953791782801
"Gene0160",0.175060459307292,0.818526654460623
"Gene0161",0.0500353994881209,0.894157953536531
"Gene0162",0.171206371324735,0.67284446899731
"Gene0163",-0.242861288975799,0.715350515390934
"Gene0164",-0.0696725767663018,0.936159415882879
"Gene0165",0.0846839267620297,0.858273459491111
"Gene0166",0.0246233761766137,0.965290672231817
"Gene0167",0.277951123086202,0.701576205150162
"Gene0168",-0.229382543653803,0.804056648830915
"Gene0169",-0.880663297960146,0.303767085395952
"Gene0170",0.0643364800175181,0.892568465208093
"Gene0171",0.307197893442251,0.392372213961588
"Gene0172",-0.137280819422203,0.879291598036651
"Gene0173",-0.234131906772566,0.642684039394599
"Gene0174",-0.353546635090574,0.414361209849542
"Gene0175",-0.262790708519765,0.465106216521615
"Gene0176",-0.099243548830432,0.898731945283471
"Gene0177",-0.408031043501239,0.582646858029936
"Gene0178",0.24192874500313,0.788931180471148
"Gene0179",-0.719788170789918,0.33580130977943
"Gene0180",-0.0539610759834097,0.922602583309242
"Gene0181",-0.460561259745177,0.58521994648234
"Gene0182",0.425652802274536,0.520085358614726
"Gene0183",-0.178909897945438,0.748015908837051
"Gene0184",0.39498856500888,0.370132786899892
"Gene0185",-0.723060955970484,0.436974296587089
"Gene0186",-0.0744589070799858,0.930939475460297
"Gene0187",-0.357231272984826,0.68629694630485
"Gene0188",-1.07882726616949,0.189525355663296
"Gene0189",0.576150177069273,0.43265136520847
"Gene0190",-0.493924902182258,0.324569819290216
"Gene0191",0.897798170797465,0.177150646527155
"Gene0192",0.113957799848299,0.871657499842572
"Gene0193",-0.197938236551523,0.748442215857431
"Gene0194",0.244614536757055,0.792797444742956
"Gene0195",0.308250284072406,0.596661279646754
"Gene0196",-0.0797142398323203,0.900345091096438
"Gene0197",0.047705262111083,0.957103810459459
"Gene0198",0.64519288152909,0.150309035514559
"Gene0199",-0.491887101283361,0.538232300219578
"Gene0200",-0.0171790746474628,0.98382370221753
"Gene0201",0.277954077325897,0.56387155060417
"Gene0202",-0.494908230415587,0.47701453151993
"Gene0203",-0.626474577070796,0.141305132702338
"Gene0204",0.474039066356032,0.284266932681419
"Gene0205",-0.261718346839942,0.539095271804582
"Gene0206",-0.363108367255652,0.578411662153893
"Gene0207",-0.0126602475666634,0.975333831718037
"Gene0208",-0.194022712254352,0.617528050299756
"Gene0209",-0.195603363068897,0.576322247977535
"Gene0210",-0.496955684079197,0.32047650717887
"Gene0211",-0.317785948927007,0.592964034957735
"Gene0212",0.296671583081021,0.541649430660053
"Gene0213",0.174812084873213,0.726317955303507
"Gene0214",-0.2232389311477,0.727964355835624
"Gene0215",0.845426801736883,0.112392328939693
"Gene0216",0.518317843737868,0.139631235555484
"Gene0217",-0.258643615533952,0.775739115326779
"Gene0218",-0.0342177964988189,0.966044866745095
"Gene0219",-3.77307452156812,2.15528281389248e-05
"Gene0220",0.334972280327982,0.679364261678852
"Gene0221",0.195766961137274,0.720578104281483
"Gene0222",-1.03167047215826,0.0156985534730888
"Gene0223",-0.067893108346602,0.898075252299765
"Gene0224",0.0302172271262913,0.962134666061898
"Gene0225",0.356127638358722,0.496209433291857
"Gene0226",-0.339471308001064,0.564271293753855
"Gene0227",0.37322334052539,0.305261128342995
"Gene0228",0.264428204157891,0.5225312345955
"Gene0229",-0.246138302973782,0.691842390282691
"Gene0230",-0.100398047726297,0.8724527650781
"Gene0231",0.644387412642109,0.306115755758037
"Gene0232",-0.0548675084080486,0.952519584850753
"Gene0233",-0.486430922297126,0.445469512358413
"Gene0234",-0.515586396287355,0.208978051398173
"Gene0235",-0.0243316268081976,0.968438033455363
"Gene0236",0.0837345004068531,0.91799383966275
"Gene0237",0.087646968702352,0.882816593808494
"Gene0238",-0.0925483824387065,0.903429152987694
"Gene0239",-0.691389984421567,0.341957993528848
"Gene0240",-0.157456602247138,0.665115068271559
"Gene0241",0.324262979379319,0.692386342218309
"Gene0242",-0.811989888726369,0.0411620990198319
"Gene0243",0.214876742483569,0.819752112614538
"Gene0244",-0.515599046035253,0.540493494649512
"Gene0245",-0.0766672147597974,0.931737127789957
"Gene0246",-0.491195702535896,0.312234404252899
"Gene0247",2.08950830697924,2.46189934702827e-05
"Gene0248",1.35413625077697,0.00109229543419824
"Gene0249",0.147689077412479,0.854474467740132
"Gene0250",-0.280053238035894,0.760331641132563
"Gene0251",-0.414120400319772,0.380667239592291
"Gene0252",-0.528345051513969,0.344662749714343
"Gene0253",-0.404580088110182,0.621911179905186
"Gene0254",-0.124199285392866,0.861585748349508
"Gene0255",0.484907915043607,0.263506580637897
"Gene0256",0.199380950528493,0.740434009186851
"Gene0257",-0.223473278967467,0.549658771989145
"Gene0258",0.0839315562388841,0.922518141951984
"Gene0259",-0.350271048103006,0.565583716229977
"Gene0260",0.758782579006728,0.286542966181606
"Gene0261",0.0552055653864228,0.927015586396797
"Gene0262",0.939421281426486,0.164458322960858
"Gene0263",0.0803136110740553,0.848630918606548
"Gene0264",0.0350891333595644,0.966205160976716
"Gene0265",-0.805879380844212,0.268568098198149
"Gene0266",0.411563201997183,0.621369000344496
"Gene0267",0.436929373849163,0.58888397015126
"Gene0268",-0.56813607126783,0.434930751969736
"Gene0269",-0.000929651075546346,0.998699305534247
"Gene0270",-2.25756181221315,0.00924029021288049
"Gene0271",0.0415986356464705,0.952666447689417
"Gene0272",-0.17535255441306,0.823286076969278
"Gene0273",0.834316689646679,0.0975305712846301
"Gene0274",0.0762328746024153,0.920544146711243
"Gene0275",0.0299525294251166,0.974116953699231
"Gene0276",0.135719160020329,0.803011680487387
"Gene0277",-0.636179820132663,0.106127336830631
"Gene0278",-0.411092553476493,0.625520116601639
"Gene0279",0.478312279725654,0.416757201640157
"Gene0280",0.0667060186195025,0.904240364605993
"Gene0281",1.47208511250866,0.00110957188246709
"Gene0282",-0.491952674970401,0.297923298424951
"Gene0283",0.760285458738473,0.198324254944822
"Gene0284",-0.188839971473895,0.775105968230235
"Gene0285",0.170410720158427,0.725837052186954
"Gene0286",-0.0915362000060462,0.889021617815062
"Gene0287",2.74809926138557,0.000336985693451103
"Gene0288",-0.318819187677369,0.4894166134876
"Gene0289",0.344339640258693,0.475955073172725
"Gene0290",0.351074479644759,0.486848272738032
"Gene0291",-2.01253637957426,2.75519457197239e-05
"Gene0292",-0.580311750528831,0.267843709655812
"Gene0293",0.140348163102622,0.721586501834402
"Gene0294",-0.821801708918461,0.0605621791188748
"Gene0295",0.255667156652371,0.739279060492728
"Gene0296",0.264339321433866,0.672490011179297
"Gene0297",0.275998232889009,0.478907861906553
"Gene0298",-0.119722206172243,0.762071473797598
"Gene0299",0.638347112188985,0.493400121613138
"Gene0300",-0.0518491681398566,0.896920859129198
"Gene0301",-0.340048063935103,0.628979720794458
"Gene0302",-0.136198638644502,0.727007086604973
"Gene0303",-0.442279658063376,0.528923665458391
"Gene0304",-0.447392927177956,0.494757839947512
"Gene0305",-1.40183817885666,0.015804034050264
"Gene0306",0.0162987118749636,0.980704179866293
"Gene0307",-0.317885446889254,0.737172141125897
"Gene0308",-0.0765391310182591,0.902143944613041
"Gene0309",1.92369829886922,0.00810646386007974
"Gene0310",-0.107189730269113,0.847236020711432
"Gene0311",0.619251283458619,0.392828994814108
"Gene0312",-0.20756469836039,0.826018167304736
"Gene0313",0.241300936751924,0.50489243580319
"Gene0314",-0.119028065356473,0.790725489696778
"Gene0315",-0.371528479652791,0.34090649391685
"Gene0316",1.68298484433898,0.0448934810762306
"Gene0317",0.0549194058534488,0.914310718547853
"Gene0318",-0.200129021832456,0.749998878083181
"Gene0319",0.0553698207973246,0.935754868183702
"Gene0320",0.979819673887018,0.088642926118137
"Gene0321",0.257377546192003,0.56664015826562
"Gene0322",-0.358689845594313,0.367699651768394
"Gene0323",0.477176749252192,0.316903650982365
"Gene0324",-0.670313252930877,0.274287429338158
"Gene0325",-0.673341813278272,0.0804023336996685
"Gene0326",0.397500936031397,0.616496559012549
"Gene0327",0.434428264981974,0.552106938257436
"Gene0328",-0.405126710750599,0.308608992167657
"Gene0329",1.06511244984526,0.0514357848545971
"Gene0330",-0.132840737080823,0.773817271168276
"Gene0331",0.557420016919037,0.159460910239645
"Gene0332",0.0216853283459925,0.974506076465638
"Gene0333",-0.0510810513461848,0.922902388749059
"Gene0334",-1.51059475762026,0.0733416123370755
"Gene0335",-0.436509847406657,0.476988206858456
"Gene0336",0.295166885975137,0.554086239988422
"Gene0337",-0.000745897605548474,0.998684856318942
"Gene0338",0.172158297581048,0.780955246459794
"Gene0339",-0.284911733023734,0.453638216960753
"Gene0340",-0.1506701037668,0.824630941825381
"Gene0341",0.0827940396146636,0.926766595215748
"Gene0342",-0.613979045006571,0.306051099277846
"Gene0343",-0.592477186456454,0.350908952717991
"Gene0344",-0.220098951787339,0.792078961252392
"Gene0345",0.196972612722853,0.741615096454362
"Gene0346",-0.333646045993473,0.715164939561355
"Gene0347",-0.383095093107906,0.530887829548404
"Gene0348",0.144030996428102,0.837395272090756
"Gene0349",-0.409909915713111,0.573986245281644
"Gene0350",0.352355164251787,0.636065626711699
"Gene0351",-0.594614811134062,0.49241139531316
"Gene0352",-0.134406804943794,0.819456777234742
"Gene0353",-0.283070595586368,0.741787318211675
"Gene0354",-0.183711280747358,0.826310721182369
"Gene0355",1.342943548985,0.0178862693352154
"Gene0356",0.245710250983935,0.751845362693371
"Gene0357",-0.269045045027175,0.755866804152322
"Gene0358",-0.77223976219385,0.265321235532005
"Gene0359",0.774884804534371,0.195684609818539
"Gene0360",0.466888283995434,0.606214180716353
"Gene0361",-2.58430702608548,0.000194976463973721
"Gene0362",-0.308692045337003,0.675451045089606
"Gene0363",0.00305480752166248,0.997123877207617
"Gene0364",0.287989131815087,0.605675546810843
"Gene0365",0.652851466338227,0.451152390952157
"Gene0366",0.189458624023328,0.725650486326928
"Gene0367",-0.346635663988634,0.374692913278836
"Gene0368",0.796976957169853,0.192217794355952
"Gene0369",-0.626272422374378,0.21572638393847
"Gene0370",0.497362523105825,0.411047123669692
"Gene0371",0.455629373430472,0.614282818347247
"Gene0372",-0.713270626153192,0.303484139661413
"Gene0373",0.574301688688243,0.304708066392458
"Gene0374",-0.0384741350007857,0.962911139963105
"Gene0375",-0.293285787626985,0.643162025903858
"Gene0376",0.026134892612492,0.971903210318306
"Gene0377",0.0284614492256075,0.964162857432811
"Gene0378",0.00899191053670007,0.991164062051125
"Gene0379",-0.0517652628714956,0.93410479781444
"Gene0380",0.52599528537526,0.369305197229159
"Gene0381",0.899393718194716,0.217028029301186
"Gene0382",0.118074143350882,0.852550226766106
"Gene0383",-0.203501986075794,0.615842569954521
"Gene0384",0.435748212935229,0.600159172198423
"Gene0385",0.241728602014932,0.767985049410733
"Gene0386",-0.145978605017942,0.726970827570384
"Gene0387",-0.171435604815917,0.720621168760365
"Gene0388",-0.0847984846527373,0.921720554660681
"Gene0389",-0.0535776123679898,0.917489879510387
"Gene0390",2.36904971050907,0.0121534189831324
"Gene0391",0.31156332532052,0.553353345001085
"Gene0392",0.0787809389013432,0.887462216965317
"Gene0393",-0.893263624819508,0.273811678606805
"Gene0394",0.126059334434131,0.882593492085731
"Gene0395",0.388317907055592,0.559450020568895
"Gene0396",-0.457175216340003,0.590419465363572
"Gene0397",-0.660808163853162,0.33158864829975
"Gene0398",0.277796111056333,0.680142764330051
"Gene0399",-0.134623357296481,0.864103225644713
"Gene0400",0.180203097286287,0.720760621967733
"Gene0401",-0.0830847476696283,0.910859723437452
"Gene0402",0.609528685637291,0.129419391971081
"Gene0403",0.849922827348028,0.107158477512647
"Gene0404",0.229591257045356,0.761006806314267
"Gene0405",0.293764082628163,0.681920261001558
"Gene0406",0.335533822649336,0.60714043001259
"Gene0407",-2.42340310569117,0.00018979904851387
"Gene0408",-1.23471428282419,0.00519644172055081
"Gene0409",0.557766026993372,0.424904864554122
"Gene0410",-0.495588422120909,0.194315635638833
"Gene0411",-0.751964514241273,0.0602014965281604
"Gene0412",-0.0647395334619456,0.889673072355918
"Gene0413",0.221883686453845,0.734378815416784
"Gene0414",0.140819748060094,0.865918827494643
"Gene0415",0.206132410852616,0.760230090734691
"Gene0416",0.0380828938185075,0.931627434647454
"Gene0417",-0.209174756478407,0.76607846423058
"Gene0418",-1.00908922633792,0.102285778397166
"Gene0419",0.634018301996221,0.273901607130323
"Gene0420",-0.0948724315922171,0.903225336139565
"Gene0421",0.472145189967501,0.569965194748494
"Gene0422",0.174025640875001,0.623932087807791
"Gene0423",-2.21181131170999,0.015009942172021
"Gene0424",-0.381266852625581,0.594675151329763
"Gene0425",-0.130133507587521,0.796288463453485
"Gene0426",0.102126768073334,0.877007346360674
"Gene0427",-0.146317639574617,0.717476301246213
"Gene0428",0.064671062816357,0.860974698753059
"Gene0429",-0.0877993590546574,0.915401649640504
"Gene0430",-0.335760748032963,0.482481062115348
"Gene0431",-0.567110827366322,0.291428114897
"Gene0432",0.28787965197884,0.591288842463307
"Gene0433",0.0380494343823167,0.957315213278882
"Gene0434",0.266348167534944,0.592642000104887
"Gene0435",-0.807189793029231,0.233724712059977
"Gene0436",0.60411853757818,0.249068909035838
"Gene0437",0.120138338716362,0.846712248060622
"Gene0438",-0.15914323703032,0.799165948628414
"Gene0439",0.188243267064108,0.803882161677987
"Gene0440",0.0978862288073961,0.905799042531096
"Gene0441",-1.25080157650504,0.00155198248546972
"Gene0442",0.185369616093859,0.764751609415972
"Gene0443",0.0580268172524166,0.940035704443217
"Gene0444",0.0501092105219636,0.92277340082359
"Gene0445",-0.212128217797708,0.649300512307676
"Gene0446",0.159785610570026,0.841454726250749
"Gene0447",-0.186911080751953,0.651582110645144
"Gene0448",0.459427778642526,0.591270716192532
"Gene0449",0.0374018311526332,0.962451001143102
"Gene0450",0.50566294003874,0.411771293297363
"Gene0451",-0.122438561483908,0.830003149071948
"Gene0452",-0.0710421476103745,0.932097737617602
"Gene0453",0.295163353667347,0.623308613212444
"Gene0454",0.39700148689986,0.538067487856226
"Gene0455",-2.2162336436898,0.0011357249420638
"Gene0456",0.293953266893469,0.616750542317767
"Gene0457",0.384456460422567,0.674045891778452
"Gene0458",-0.154219360022443,0.736504473546783
"Gene0459",0.246690762831936,0.763990458761466
"Gene0460",-0.227783723356327,0.593685813359799
"Gene0461",-0.185603345962815,0.663518431916141
"Gene0462",0.909506761332352,0.265399784974647
"Gene0463",-0.244223574073715,0.685017266755779
"Gene0464",0.516316735054632,0.507757092489435
"Gene0465",1.01204221702856,0.0220341249451903
"Gene0466",-0.148865440875974,0.711795059172452
"Gene0467",-0.573626015637147,0.225245093914345
"Gene0468",0.0228410535843049,0.949787811192498
"Gene0469",-0.272545072999285,0.699967863207048
"Gene0470",-2.25159752333099,0.00405790314079356
"Gene0471",1.38567908865906,0.0395985030609466
"Gene0472",-0.588434160022055,0.138575145019177
"Gene0473",0.160147478533119,0.694444465623537
"Gene0474",-2.80763412209295,0.00222016800260762
"Gene0475",0.140644046816907,0.808958282261505
"Gene0476",-0.253978864466408,0.78484498181811
"Gene0477",-0.655444561637604,0.402912197310179
"Gene0478",0.67831107574969,0.450354387675795
"Gene0479",0.491233826880428,0.561798591395754
"Gene0480",-0.163042049707932,0.692854578577138
"Gene0481",-0.507987043218156,0.215873875610888
"Gene0482",-0.0679267575478345,0.865112612621388
"Gene0483",-0.0185428156573091,0.975489213669384
"Gene0484",-0.729971608165687,0.257975577104238
"Gene0485",1.04613218148652,0.13396878961449
"Gene0486",0.0248413198490035,0.971228592152642
"Gene0487",0.58812665054508,0.42085914415145
"Gene0488",-0.390917124564113,0.526927776414843
"Gene0489",0.84103697137116,0.339261180347251
"Gene0490",0.439294037014757,0.48543049067618
"Gene0491",-0.0244282086312253,0.948777445632848
"Gene0492",0.0197783101316587,0.969659674784728
"Gene0493",-2.98936688799675,0.000643888462608721
"Gene0494",0.0374718283030746,0.967559645525095
"Gene0495",0.500877408456548,0.220703326672484
"Gene0496",0.0615896234162812,0.905580839562895
"Gene0497",-0.276423734764911,0.768477680881403
"Gene0498",0.38366278252949,0.594726446739649
"Gene0499",0.364173996250811,0.329980564342943
"Gene0500",-1.07443698744598,0.0545971457782118
"Gene0501",-3.06707175073282,3.02652014381293e-06
"Gene0502",-0.0474088055961132,0.920676863294154
"Gene0503",0.121096663488294,0.832998475317993
"Gene0504",-0.989439188380108,0.0498699027244813
"Gene0505",-0.367378214024008,0.676740086768505
"Gene0506",-0.298709282052574,0.419915240242844
"Gene0507",0.285344357859212,0.623877224093763
"Gene0508",0.237969680243203,0.703903724197631
"Gene0509",0.116103826640082,0.81674731353461
"Gene0510",-0.231679009350244,0.733660852202402
"Gene0511",-0.0570108956338569,0.938435799493845
"Gene0512",-0.395637353476399,0.596197973237904
"Gene0513",0.312687960958845,0.722145776349342
"Gene0514",-3.91375259600073,1.17466701081482e-05
"Gene0515",-0.0871157220681688,0.876589697808972
"Gene0516",-0.0856630542755429,0.821337754340347
"Gene0517",-0.224900171227773,0.616582687874336
"Gene0518",0.86161802210568,0.0998286305976223
"Gene0519",0.774315294466325,0.134976756915192
"Gene0520",-0.181143288287451,0.633861336269105
"Gene0521",0.155187852415663,0.834390993330889
"Gene0522",0.114836796329208,0.8729652527063
"Gene0523",0.156187326686342,0.833460517970337
"Gene0524",0.171307277431839,0.855912065205055
"Gene0525",-0.23548103713591,0.670132329057836
"Gene0526",-1.67160640443308,0.0453063949181282
"Gene0527",-0.157205978645397,0.818572393639391
"Gene0528",0.234357487024243,0.677426091896012
"Gene0529",-0.203724432394368,0.755291249863059
"Gene0530",0.113343056816956,0.898861872029882
"Gene0531",-0.275042945036012,0.758716787340736
"Gene0532",-0.194611697847439,0.750884023011895
"Gene0533",2.15238171313049,0.0199516675604005
"Gene0534",0.0244840565307693,0.97305456742493
"Gene0535",-0.364336920648008,0.550156153368696
"Gene0536",-0.675884791576819,0.28565446201849
"Gene0537",0.368386718181386,0.586398022861206
"Gene0538",-0.449777105632163,0.516725252011833
"Gene0539",-0.24107840942561,0.719557168517228
"Gene0540",0.0318683681489042,0.968969496034635
"Gene0541",-0.294942133432583,0.567527350338443
"Gene0542",-0.643585215953933,0.118853217761438
"Gene0543",-0.361395877037879,0.475099492049516
"Gene0544",-0.0400256113464305,0.965895702076093
"Gene0545",0.0230085911820401,0.961400342603671
"Gene0546",0.513671209212935,0.365578798111243
"Gene0547",-0.241872602620659,0.749311877149094
"Gene0548",-0.316846172572038,0.669987652503095
"Gene0549",-0.248152667569713,0.485600252143712
"Gene0550",0.33750957507771,0.719602016875961
"Gene0551",-0.309972233372601,0.717599555448599
"Gene0552",-0.052139685139637,0.934323859873778
"Gene0553",0.723628657893604,0.261138566444486
"Gene0554",-0.553507991601155,0.281613030207116
"Gene0555",-0.296397972912051,0.698738198567456
"Gene0556",-0.164906884001939,0.860441895612905
"Gene0557",0.420045056267611,0.490315132880975
"Gene0558",0.0637445455295195,0.886447483181965
"Gene0559",-0.733196737627534,0.418140227499155
"Gene0560",-0.143428894168108,0.83349852562667
"Gene0561",-0.312020337383834,0.386526059755467
"Gene0562",-0.256465302522197,0.637429941403876
"Gene0563",0.389588668863727,0.634282222359559
"Gene0564",0.238892633002261,0.708257799181112
"Gene0565",0.613160278465973,0.238824087354713
"Gene0566",0.355788039769828,0.555991528434049
"Gene0567",0.0490330722162261,0.91145696446011
"Gene0568",-2.39153788040699,6.36233303176778e-08
"Gene0569",0.0746219990532488,0.910161900070131
"Gene0570",-0.874417610907162,0.0268059746214222
"Gene0571",-0.104347452137107,0.904941303086295
"Gene0572",-0.523383942820247,0.521324229957778
"Gene0573",1.43603123113814,4.31511639636947e-05
"Gene0574",-0.289557805579747,0.718854672857532
"Gene0575",-0.444266725288777,0.497417972909017
"Gene0576",-0.49803524673544,0.255580962073174
"Gene0577",-0.14629161807416,0.842749144404116
"Gene0578",0.332167192181109,0.396025143144798
"Gene0579",-0.147948451201739,0.872830220696179
"Gene0580",0.391061682163367,0.543406781163575
"Gene0581",0.101308966083305,0.808615823668373
"Gene0582",0.0701673322818609,0.933916406316828
"Gene0583",-0.0791785697814347,0.835177259547889
"Gene0584",0.417612105879951,0.411778666403387
"Gene0585",-0.159645994494794,0.820756355534521
"Gene0586",-0.231740467278218,0.648550184790619
