"sample","pop","k","ancestry","q"
"WS_04","Wild S",2,"A2",0.237145494559968
"WS_05","Wild S",2,"A1",0.801380093120236
"WS_05","Wild S",2,"A2",0.198619906879764
"WS_06","Wild S",2,"A1",0.885366590223923
"WS_06","Wild S",2,"A2",0.114633409776077
"WS_07","Wild S",2,"A1",0.768111491551086
"WS_07","Wild S",2,"A2",0.231888508448914
"WS_08","Wild S",2,"A1",0.737606251431644
"WS_08","Wild S",2,"A2",0.262393748568356
"WS_09","Wild S",2,"A1",0.671696748309719
"WS_09","Wild S",2,"A2",0.328303251690281
"WS_10","Wild S",2,"A1",0.764241356046877
"WS_10","Wild S",2,"A2",0.235758643953123
"WS_11","Wild S",2,"A1",0.685898404633527
"WS_11","Wild S",2,"A2",0.314101595366473
"WS_12","Wild S",2,"A1",0.729198426952708
"WS_12","Wild S",2,"A2",0.270801573047292
"WS_13","Wild S",2,"A1",0.804157700127255
"WS_13","Wild S",2,"A2",0.195842299872745
"WS_14","Wild S",2,"A1",0.925800937645977
"WS_14","Wild S",2,"A2",0.0741990623540227
"WS_15","Wild S",2,"A1",0.50484561492619
"WS_15","Wild S",2,"A2",0.49515438507381
"WS_16","Wild S",2,"A1",0.823920951308347
"WS_16","Wild S",2,"A2",0.176079048691653
"WS_17","Wild S",2,"A1",0.73623488377758
"WS_17","Wild S",2,"A2",0.26376511622242
"WS_18","Wild S",2,"A1",0.805568671215303
"WS_18","Wild S",2,"A2",0.194431328784697
"WS_19","Wild S",2,"A1",0.727486313671725
"WS_19","Wild S",2,"A2",0.272513686328275
"WS_20","Wild S",2,"A1",0.657112885767105
"WS_20","Wild S",2,"A2",0.342887114232895
"LE_01","Landrace E",2,"A1",0.652344001234524
"LE_01","Landrace E",2,"A2",0.347655998765476
"LE_02","Landrace E",2,"A1",0.462175049065748
"LE_02","Landrace E",2,"A2",0.537824950934252
"LE_03","Landrace E",2,"A1",0.431921777910353
"LE_03","Landrace E",2,"A2",0.568078222089648
"LE_04","Landrace E",2,"A1",0.421834873584055
"LE_04","Landrace E",2,"A2",0.578165126415945
"LE_05","Landrace E",2,"A1",0.446745794883964
"LE_05","Landrace E",2,"A2",0.553254205116036
"LE_06","Landrace E",2,"A1",0.379932866249218
"LE_06","Landrace E",2,"A2",0.620067133750782
"LE_07","Landrace E",2,"A1",0.518746412532047
"LE_07","Landrace E",2,"A2",0.481253587467953
"LE_08","Landrace E",2,"A1",0.418292359398647
"LE_08","Landrace E",2,"A2",0.581707640601353
"LE_09","Landrace E",2,"A1",0.494374845239895
"LE_09","Landrace E",2,"A2",0.505625154760105
"LE_10","Landrace E",2,"A1",0.413446858737944
"LE_10","Landrace E",2,"A2",0.586553141262056
"LE_11","Landrace E",2,"A1",0.305018974219229
"LE_11","Landrace E",2,"A2",0.694981025780771
"LE_12","Landrace E",2,"A1",0.470871284564383
"LE_12","Landrace E",2,"A2",0.529128715435617
"LE_13","Landrace E",2,"A1",0.446252413100623
"LE_13","Landrace E",2,"A2",0.553747586899377
"LE_14","Landrace E",2,"A1",0.33311402443827
"LE_14","Landrace E",2,"A2",0.66688597556173
"LE_15","Landrace E",2,"A1",0.440813401118869
"LE_15","Landrace E",2,"A2",0.559186598881131
"LE_16","Landrace E",2,"A1",0.333691651550925
"LE_16","Landrace E",2,"A2",0.666308348449075
"LE_17","Landrace E",2,"A1",0.323161962936086
"LE_17","Landrace E",2,"A2",0.676838037063914
"LE_18","Landrace E",2,"A1",0.460055293576537
"LE_18","Landrace E",2,"A2",0.539944706423463
"LE_19","Landrace E",2,"A1",0.427641245577344
"LE_19","Landrace E",2,"A2",0.572358754422657
"LE_20","Landrace E",2,"A1",0.703568461897179
"LE_20","Landrace E",2,"A2",0.296431538102821
"LW_01","Landrace W",2,"A1",0.254966102790338
"LW_01","Landrace W",2,"A2",0.745033897209662
"LW_02","Landrace W",2,"A1",0.47064341567172
"LW_02","Landrace W",2,"A2",0.52935658432828
"LW_03","Landrace W",2,"A1",0.147935669791046
"LW_03","Landrace W",2,"A2",0.852064330208954
"LW_04","Landrace W",2,"A1",0.392846469068547
"LW_04","Landrace W",2,"A2",0.607153530931453
"LW_05","Landrace W",2,"A1",0.369067628960611
"LW_05","Landrace W",2,"A2",0.630932371039388
"LW_06","Landrace W",2,"A1",0.436966133488811
"LW_06","Landrace W",2,"A2",0.563033866511189
"LW_07","Landrace W",2,"A1",0.192059564196596
"LW_07","Landrace W",2,"A2",0.807940435803404
"LW_08","Landrace W",2,"A1",0.175908033657384
"LW_08","Landrace W",2,"A2",0.824091966342616
"LW_09","Landrace W",2,"A1",0.362653101786822
"LW_09","Landrace W",2,"A2",0.637346898213178
"LW_10","Landrace W",2,"A1",0.466797788528828
"LW_10","Landrace W",2,"A2",0.533202211471172
"LW_11","Landrace W",2,"A1",0.45966625168356
"LW_11","Landrace W",2,"A2",0.54033374831644
"LW_12","Landrace W",2,"A1",0.409272530481084
"LW_12","Landrace W",2,"A2",0.590727469518916
"LW_13","Landrace W",2,"A1",0.251784549585652
"LW_13","Landrace W",2,"A2",0.748215450414348
"LW_14","Landrace W",2,"A1",0.244504448213207
"LW_14","Landrace W",2,"A2",0.755495551786793
"LW_15","Landrace W",2,"A1",0.249549291545419
"LW_15","Landrace W",2,"A2",0.750450708454581
"LW_16","Landrace W",2,"A1",0.0521388653972888
"LW_16","Landrace W",2,"A2",0.947861134602711
"LW_17","Landrace W",2,"A1",0.573362608619864
"LW_17","Landrace W",2,"A2",0.426637391380136
"LW_18","Landrace W",2,"A1",0.547973214241248
"LW_18","Landrace W",2,"A2",0.452026785758752
"LW_19","Landrace W",2,"A1",0.455504277396526
"LW_19","Landrace W",2,"A2",0.544495722603474
"LW_20","Landrace W",2,"A1",0.270512998019852
"LW_20","Landrace W",2,"A2",0.729487001980148
"CA_01","Cultivar A",2,"A1",0.047277303641715
"CA_01","Cultivar A",2,"A2",0.952722696358285
"CA_02","Cultivar A",2,"A1",0.0972264526430003
"CA_02","Cultivar A",2,"A2",0.902773547357
"CA_03","Cultivar A",2,"A1",0.012210626636421
"CA_03","Cultivar A",2,"A2",0.987789373363579
"CA_04","Cultivar A",2,"A1",0.0481574305398927
"CA_04","Cultivar A",2,"A2",0.951842569460107
"CA_05","Cultivar A",2,"A1",0.0663079551717909
"CA_05","Cultivar A",2,"A2",0.933692044828209
"CA_06","Cultivar A",2,"A1",0.0948698582276644
"CA_06","Cultivar A",2,"A2",0.905130141772336
"CA_07","Cultivar A",2,"A1",0.0136543035151454
"CA_07","Cultivar A",2,"A2",0.986345696484855
"CA_08","Cultivar A",2,"A1",0.185730562321197
"CA_08","Cultivar A",2,"A2",0.814269437678803
"CA_09","Cultivar A",2,"A1",0.115630066613064
"CA_09","Cultivar A",2,"A2",0.884369933386936
"CA_10","Cultivar A",2,"A1",0.0364295854691057
"CA_10","Cultivar A",2,"A2",0.963570414530894
"CA_11","Cultivar A",2,"A1",0.0558911272908841
"CA_11","Cultivar A",2,"A2",0.944108872709116
"CA_12","Cultivar A",2,"A1",0.0455498158728012
"CA_12","Cultivar A",2,"A2",0.954450184127199
"CA_13","Cultivar A",2,"A1",0.0754084435962439
"CA_13","Cultivar A",2,"A2",0.924591556403756
"CA_14","Cultivar A",2,"A1",0.0567425830301866
"CA_14","Cultivar A",2,"A2",0.943257416969813
"CA_15","Cultivar A",2,"A1",0.151500531772517
"CA_15","Cultivar A",2,"A2",0.848499468227483
"CA_16","Cultivar A",2,"A1",0.0966576565359177
"CA_16","Cultivar A",2,"A2",0.903342343464082
"CA_17","Cultivar A",2,"A1",0.0358678827843601
"CA_17","Cultivar A",2,"A2",0.96413211721564
"CA_18","Cultivar A",2,"A1",0.0767788990705646
"CA_18","Cultivar A",2,"A2",0.923221100929435
"CA_19","Cultivar A",2,"A1",0.105164501055683
"CA_19","Cultivar A",2,"A2",0.894835498944317
"CA_20","Cultivar A",2,"A1",0.0903255000739984
"CA_20","Cultivar A",2,"A2",0.909674499926001
"CB_01","Cultivar B",2,"A1",0.0677676682807105
"CB_01","Cultivar B",2,"A2",0.93223233171929
"CB_02","Cultivar B",2,"A1",0.247107768283495
"CB_02","Cultivar B",2,"A2",0.752892231716505
"CB_03","Cultivar B",2,"A1",0.0991474662513598
"CB_03","Cultivar B",2,"A2",0.90085253374864
"CB_04","Cultivar B",2,"A1",0.155038201298181
"CB_04","Cultivar B",2,"A2",0.844961798701819
"CB_05","Cultivar B",2,"A1",0.162324118560633
"CB_05","Cultivar B",2,"A2",0.837675881439367
"CB_06","Cultivar B",2,"A1",0.0926726811699725
"CB_06","Cultivar B",2,"A2",0.907327318830027
"CB_07","Cultivar B",2,"A1",0.176860159203754
"CB_07","Cultivar B",2,"A2",0.823139840796245
"CB_08","Cultivar B",2,"A1",0.128552631239055
"CB_08","Cultivar B",2,"A2",0.871447368760945
"CB_09","Cultivar B",2,"A1",0.103399775224847
"CB_09","Cultivar B",2,"A2",0.896600224775153
"CB_10","Cultivar B",2,"A1",0.273724159384334
"CB_10","Cultivar B",2,"A2",0.726275840615666
"CB_11","Cultivar B",2,"A1",0.117169559867509
"CB_11","Cultivar B",2,"A2",0.882830440132491
"CB_12","Cultivar B",2,"A1",0.179328111079449
"CB_12","Cultivar B",2,"A2",0.820671888920551
"CB_13","Cultivar B",2,"A1",0.165004535878564
"CB_13","Cultivar B",2,"A2",0.834995464121436
"CB_14","Cultivar B",2,"A1",0.113055336117069
"CB_14","Cultivar B",2,"A2",0.886944663882931
"CB_15","Cultivar B",2,"A1",0.2184982175357
"CB_15","Cultivar B",2,"A2",0.7815017824643
"CB_16","Cultivar B",2,"A1",0.0847118877223716
"CB_16","Cultivar B",2,"A2",0.915288112277628
"CB_17","Cultivar B",2,"A1",0.10996856093275
"CB_17","Cultivar B",2,"A2",0.89003143906725
"CB_18","Cultivar B",2,"A1",0.136389755430407
"CB_18","Cultivar B",2,"A2",0.863610244569593
"CB_19","Cultivar B",2,"A1",0.167875364698238
"CB_19","Cultivar B",2,"A2",0.832124635301762
"CB_20","Cultivar B",2,"A1",0.182058337859367
"CB_20","Cultivar B",2,"A2",0.817941662140633
"WN_01","Wild N",3,"A1",0.819308840297551
"WN_01","Wild N",3,"A2",0.0929283567933696
"WN_01","Wild N",3,"A3",0.0877628029090793
"WN_02","Wild N",3,"A1",0.937988730250205
"WN_02","Wild N",3,"A2",0.0484173027176722
"WN_02","Wild N",3,"A3",0.013593967032123
"WN_03","Wild N",3,"A1",0.8411101456546
"WN_03","Wild N",3,"A2",0.0548133288171294
"WN_03","Wild N",3,"A3",0.10407652552827
"WN_04","Wild N",3,"A1",0.883105230429539
"WN_04","Wild N",3,"A2",0.050230713407129
"WN_04","Wild N",3,"A3",0.0666640561633318
"WN_05","Wild N",3,"A1",0.887817703455195
"WN_05","Wild N",3,"A2",0.101953004002813
"WN_05","Wild N",3,"A3",0.0102292925419924
"WN_06","Wild N",3,"A1",0.79597705457627
"WN_06","Wild N",3,"A2",0.0947622319233461
"WN_06","Wild N",3,"A3",0.109260713500384
"WN_07","Wild N",3,"A1",0.866898066681894
"WN_07","Wild N",3,"A2",0.0806483221232768
"WN_07","Wild N",3,"A3",0.0524536111948288
"WN_08","Wild N",3,"A1",0.789839483220117
"WN_08","Wild N",3,"A2",0.149923668807947
"WN_08","Wild N",3,"A3",0.060236847971936
"WN_09","Wild N",3,"A1",0.878494005505457
"WN_09","Wild N",3,"A2",0.0593500541620695
"WN_09","Wild N",3,"A3",0.0621559403324733
"WN_10","Wild N",3,"A1",0.82113104784487
"WN_10","Wild N",3,"A2",0.0941865954752794
"WN_10","Wild N",3,"A3",0.0846823566798507
"WN_11","Wild N",3,"A1",0.811469282403076
"WN_11","Wild N",3,"A2",0.0746924617827497
"WN_11","Wild N",3,"A3",0.113838255814174
"WN_12","Wild N",3,"A1",0.889713532991999
"WN_12","Wild N",3,"A2",0.0988492809851957
"WN_12","Wild N",3,"A3",0.0114371860228057
"WN_13","Wild N",3,"A1",0.824812501404698
"WN_13","Wild N",3,"A2",0.11145039115807
"WN_13","Wild N",3,"A3",0.0637371074372321
"WN_14","Wild N",3,"A1",0.897882945949549
"WN_14","Wild N",3,"A2",0.061632446961353
"WN_14","Wild N",3,"A3",0.0404846070890976
"WN_15","Wild N",3,"A1",0.90036056003735
"WN_15","Wild N",3,"A2",0.0103007660062345
"WN_15","Wild N",3,"A3",0.089338673956415
"WN_16","Wild N",3,"A1",0.946902677886195
"WN_16","Wild N",3,"A2",0.0347904006706014
"WN_16","Wild N",3,"A3",0.0183069214432032
"WN_17","Wild N",3,"A1",0.810116034041311
"WN_17","Wild N",3,"A2",0.10383325037321
"WN_17","Wild N",3,"A3",0.0860507155854784
"WN_18","Wild N",3,"A1",0.811615007036493
"WN_18","Wild N",3,"A2",0.0783969277978936
"WN_18","Wild N",3,"A3",0.109988065165613
"WN_19","Wild N",3,"A1",0.796056916669593
"WN_19","Wild N",3,"A2",0.167340842037909
"WN_19","Wild N",3,"A3",0.0366022412924986
"WN_20","Wild N",3,"A1",0.91132107739089
"WN_20","Wild N",3,"A2",0.0362043874998759
"WN_20","Wild N",3,"A3",0.0524745351092341
"WS_01","Wild S",3,"A1",0.202107068316205
"WS_01","Wild S",3,"A2",0.63480049642455
"WS_01","Wild S",3,"A3",0.163092435259245
"WS_02","Wild S",3,"A1",0.0944770922195157
"WS_02","Wild S",3,"A2",0.805854897500084
"WS_02","Wild S",3,"A3",0.0996680102804007
"WS_03","Wild S",3,"A1",0.0776909064473867
"WS_03","Wild S",3,"A2",0.708529269885051
"WS_03","Wild S",3,"A3",0.213779823667562
"WS_04","Wild S",3,"A1",0.0371055695130091
"WS_04","Wild S",3,"A2",0.895162593595494
"WS_04","Wild S",3,"A3",0.0677318368914969
"WS_05","Wild S",3,"A1",0.185111061912634
"WS_05","Wild S",3,"A2",0.754876363294874
"WS_05","Wild S",3,"A3",0.0600125747924924
"WS_06","Wild S",3,"A1",0.110274128669644
"WS_06","Wild S",3,"A2",0.751427471999152
"WS_06","Wild S",3,"A3",0.138298399331204
"WS_07","Wild S",3,"A1",0.0535236024556111
"WS_07","Wild S",3,"A2",0.747330320814005
"WS_07","Wild S",3,"A3",0.199146076730384
"WS_08","Wild S",3,"A1",0.0805408523096276
"WS_08","Wild S",3,"A2",0.672376979999674
"WS_08","Wild S",3,"A3",0.247082167690698
"WS_09","Wild S",3,"A1",0.11195678687368
"WS_09","Wild S",3,"A2",0.688709410462318
"WS_09","Wild S",3,"A3",0.199333802664002
"WS_10","Wild S",3,"A1",0.152418554805492
"WS_10","Wild S",3,"A2",0.731069941792169
"WS_10","Wild S",3,"A3",0.116511503402339
"WS_11","Wild S",3,"A1",0.11168321676276
"WS_11","Wild S",3,"A2",0.751528459604768
"WS_11","Wild S",3,"A3",0.136788323632471
"WS_12","Wild S",3,"A1",0.158016428745056
"WS_12","Wild S",3,"A2",0.642205260779841
"WS_12","Wild S",3,"A3",0.199778310475103
"WS_13","Wild S",3,"A1",0.23749007692918
"WS_13","Wild S",3,"A2",0.611768336070269
"WS_13","Wild S",3,"A3",0.150741587000552
"WS_14","Wild S",3,"A1",0.151532095305006
"WS_14","Wild S",3,"A2",0.771264051735337
"WS_14","Wild S",3,"A3",0.0772038529596564
"WS_15","Wild S",3,"A1",0.170253959714173
"WS_15","Wild S",3,"A2",0.776403464086743
"WS_15","Wild S",3,"A3",0.0533425761990839
"WS_16","Wild S",3,"A1",0.145213689496129
"WS_16","Wild S",3,"A2",0.777480609664432
"WS_16","Wild S",3,"A3",0.0773057008394391
"WS_17","Wild S",3,"A1",0.0704424787462645
"WS_17","Wild S",3,"A2",0.812293649518645
"WS_17","Wild S",3,"A3",0.117263871735091
"WS_18","Wild S",3,"A1",0.137870315900532
"WS_18","Wild S",3,"A2",0.666370333880255
"WS_18","Wild S",3,"A3",0.195759350219213
"WS_19","Wild S",3,"A1",0.0999364071263616
"WS_19","Wild S",3,"A2",0.837728683853104
"WS_19","Wild S",3,"A3",0.0623349090205349
"WS_20","Wild S",3,"A1",0.195105468387326
"WS_20","Wild S",3,"A2",0.592249635970387
"WS_20","Wild S",3,"A3",0.212644895642288
"LE_01","Landrace E",3,"A1",0.146886280546201
"LE_01","Landrace E",3,"A2",0.125318938913125
"LE_01","Landrace E",3,"A3",0.727794780540674
"LE_02","Landrace E",3,"A1",0.194943090110586
"LE_02","Landrace E",3,"A2",0.1476725592092
"LE_02","Landrace E",3,"A3",0.657384350680214
"LE_03","Landrace E",3,"A1",0.309050180237774
"LE_03","Landrace E",3,"A2",0.189313828954328
"LE_03","Landrace E",3,"A3",0.501635990807898
"LE_04","Landrace E",3,"A1",0.139442747944401
"LE_04","Landrace E",3,"A2",0.1393928243309
"LE_04","Landrace E",3,"A3",0.721164427724699
"LE_05","Landrace E",3,"A1",0.43037483443196
"LE_05","Landrace E",3,"A2",0.14915148243011
"LE_05","Landrace E",3,"A3",0.42047368313793
"LE_06","Landrace E",3,"A1",0.259126617218623
"LE_06","Landrace E",3,"A2",0.11699901159241
"LE_06","Landrace E",3,"A3",0.623874371188967
"LE_07","Landrace E",3,"A1",0.229056503961809
"LE_07","Landrace E",3,"A2",0.119809181419854
"LE_07","Landrace E",3,"A3",0.651134314618338
"LE_08","Landrace E",3,"A1",0.353507875699126
"LE_08","Landrace E",3,"A2",0.161014028497346
"LE_08","Landrace E",3,"A3",0.485478095803527
"LE_09","Landrace E",3,"A1",0.115273492567055
"LE_09","Landrace E",3,"A2",0.127482978604966
"LE_09","Landrace E",3,"A3",0.757243528827979
"LE_10","Landrace E",3,"A1",0.0888448560330735
"LE_10","Landrace E",3,"A2",0.147366062343076
"LE_10","Landrace E",3,"A3",0.763789081623851
"LE_11","Landrace E",3,"A1",0.300189604676528
"LE_11","Landrace E",3,"A2",0.167970282564636
"LE_11","Landrace E",3,"A3",0.531840112758836
"LE_12","Landrace E",3,"A1",0.328401979979847
"LE_12","Landrace E",3,"A2",0.129244657222298
"LE_12","Landrace E",3,"A3",0.542353362797855
"LE_13","Landrace E",3,"A1",0.064897107484497
"LE_13","Landrace E",3,"A2",0.210046473598062
"LE_13","Landrace E",3,"A3",0.725056418917441
"LE_14","Landrace E",3,"A1",0.239479833352284
"LE_14","Landrace E",3,"A2",0.225006460407769
"LE_14","Landrace E",3,"A3",0.535513706239947
"LE_15","Landrace E",3,"A1",0.21778730691822
"LE_15","Landrace E",3,"A2",0.165008820356201
"LE_15","Landrace E",3,"A3",0.617203872725579
"LE_16","Landrace E",3,"A1",0.298114072511001
"LE_16","Landrace E",3,"A2",0.182381779608396
"LE_16","Landrace E",3,"A3",0.519504147880603
"LE_17","Landrace E",3,"A1",0.0676556779749294
"LE_17","Landrace E",3,"A2",0.214411582901735
"LE_17","Landrace E",3,"A3",0.717932739123336
"LE_18","Landrace E",3,"A1",0.135825840824817
"LE_18","Landrace E",3,"A2",0.222851188724156
"LE_18","Landrace E",3,"A3",0.641322970451027
"LE_19","Landrace E",3,"A1",0.19276315653253
"LE_19","Landrace E",3,"A2",0.0822424339428167
"LE_19","Landrace E",3,"A3",0.724994409524653
"LE_20","Landrace E",3,"A1",0.207343195766384
"LE_20","Landrace E",3,"A2",0.211878169131614
"LE_20","Landrace E",3,"A3",0.580778635102002
"LW_01","Landrace W",3,"A1",0.238871600418685
"LW_01","Landrace W",3,"A2",0.28033244949608
"LW_01","Landrace W",3,"A3",0.480795950085235
"LW_02","Landrace W",3,"A1",0.32015498314267
"LW_02","Landrace W",3,"A2",0.166812273288812
"LW_02","Landrace W",3,"A3",0.513032743568519
"LW_03","Landrace W",3,"A1",0.206549132306716
"LW_03","Landrace W",3,"A2",0.374447520796432
"LW_03","Landrace W",3,"A3",0.419003346896852
"LW_04","Landrace W",3,"A1",0.146877038682824
"LW_04","Landrace W",3,"A2",0.276379946015014
"LW_04","Landrace W",3,"A3",0.576743015302162
"LW_05","Landrace W",3,"A1",0.133244427323492
"LW_05","Landrace W",3,"A2",0.349717534063504
"LW_05","Landrace W",3,"A3",0.517038038613005
"LW_06","Landrace W",3,"A1",0.14612817195856
"LW_06","Landrace W",3,"A2",0.367017572789793
"LW_06","Landrace W",3,"A3",0.486854255251646
"LW_07","Landrace W",3,"A1",0.021413682697109
"LW_07","Landrace W",3,"A2",0.141982629948996
"LW_07","Landrace W",3,"A3",0.836603687353895
"LW_08","Landrace W",3,"A1",0.31393195203882
"LW_08","Landrace W",3,"A2",0.310778477903153
"LW_08","Landrace W",3,"A3",0.375289570058027
"LW_09","Landrace W",3,"A1",0.119796691960647
"LW_09","Landrace W",3,"A2",0.248173687652819
"LW_09","Landrace W",3,"A3",0.632029620386534
"LW_10","Landrace W",3,"A1",0.0428090949203158
"LW_10","Landrace W",3,"A2",0.356603500094894
"LW_10","Landrace W",3,"A3",0.600587404984791
"LW_11","Landrace W",3,"A1",0.336424605550071
"LW_11","Landrace W",3,"A2",0.0464914034557788
"LW_11","Landrace W",3,"A3",0.61708399099415
"LW_12","Landrace W",3,"A1",0.249917280344183
"LW_12","Landrace W",3,"A2",0.0429102067769231
"LW_12","Landrace W",3,"A3",0.707172512878894
"LW_13","Landrace W",3,"A1",0.117255802858375
"LW_13","Landrace W",3,"A2",0.387521542063639
"LW_13","Landrace W",3,"A3",0.495222655077986
"LW_14","Landrace W",3,"A1",0.269927803476312
"LW_14","Landrace W",3,"A2",0.221209318478588
"LW_14","Landrace W",3,"A3",0.508862878045099
"LW_15","Landrace W",3,"A1",0.0942332747608114
"LW_15","Landrace W",3,"A2",0.163793413018719
"LW_15","Landrace W",3,"A3",0.741973312220469
"LW_16","Landrace W",3,"A1",0.155138022006576
"LW_16","Landrace W",3,"A2",0.380577894232869
"LW_16","Landrace W",3,"A3",0.464284083760555
"LW_17","Landrace W",3,"A1",0.236972967805517
"LW_17","Landrace W",3,"A2",0.129833984379857
"LW_17","Landrace W",3,"A3",0.633193047814626
"LW_18","Landrace W",3,"A1",0.0345888530631465
"LW_18","Landrace W",3,"A2",0.339545821049505
"LW_18","Landrace W",3,"A3",0.625865325887348
"LW_19","Landrace W",3,"A1",0.0916807701327709
"LW_19","Landrace W",3,"A2",0.395257476266753
"LW_19","Landrace W",3,"A3",0.513061753600476
"LW_20","Landrace W",3,"A1",0.158459573757487
"LW_20","Landrace W",3,"A2",0.0432204098188957
"LW_20","Landrace W",3,"A3",0.798320016423617
"CA_01","Cultivar A",3,"A1",0.0395846026246596
"CA_01","Cultivar A",3,"A2",0.0403709307059839
"CA_01","Cultivar A",3,"A3",0.920044466669356
"CA_02","Cultivar A",3,"A1",0.0541889269182083
"CA_02","Cultivar A",3,"A2",0.0265900086628742
"CA_02","Cultivar A",3,"A3",0.919221064418918
"CA_03","Cultivar A",3,"A1",0.112057576245124
"CA_03","Cultivar A",3,"A2",0.0662967755414886
"CA_03","Cultivar A",3,"A3",0.821645648213387
"CA_04","Cultivar A",3,"A1",0.066714122450561
"CA_04","Cultivar A",3,"A2",0.165195331340906
"CA_04","Cultivar A",3,"A3",0.768090546208533
"CA_05","Cultivar A",3,"A1",0.0436034445613886
"CA_05","Cultivar A",3,"A2",0.120105246406423
"CA_05","Cultivar A",3,"A3",0.836291309032189
"CA_06","Cultivar A",3,"A1",0.117232272302934
"CA_06","Cultivar A",3,"A2",0.030957726281991
"CA_06","Cultivar A",3,"A3",0.851810001415075
"CA_07","Cultivar A",3,"A1",0.0645673311202274
"CA_07","Cultivar A",3,"A2",0.00971337366597524
"CA_07","Cultivar A",3,"A3",0.925719295213797
"CA_08","Cultivar A",3,"A1",0.0983092759857562
"CA_08","Cultivar A",3,"A2",0.0367156673736632
"CA_08","Cultivar A",3,"A3",0.864975056640581
"CA_09","Cultivar A",3,"A1",0.062531070938379
"CA_09","Cultivar A",3,"A2",0.0262919227674196
"CA_09","Cultivar A",3,"A3",0.911177006294201
"CA_10","Cultivar A",3,"A1",0.0370767093781241
"CA_10","Cultivar A",3,"A2",0.0633895346247659
"CA_10","Cultivar A",3,"A3",0.89953375599711
"CA_11","Cultivar A",3,"A1",0.0470854107832975
"CA_11","Cultivar A",3,"A2",0.0467782807803873
"CA_11","Cultivar A",3,"A3",0.906136308436315
"CA_12","Cultivar A",3,"A1",0.0203127282617867
"CA_12","Cultivar A",3,"A2",0.0279436750326202
"CA_12","Cultivar A",3,"A3",0.951743596705593
"CA_13","Cultivar A",3,"A1",0.0929637322915119
"CA_13","Cultivar A",3,"A2",0.063765898190477
"CA_13","Cultivar A",3,"A3",0.843270369518011
"CA_14","Cultivar A",3,"A1",0.0262074607149218
"CA_14","Cultivar A",3,"A2",0.0276732411788128
"CA_14","Cultivar A",3,"A3",0.946119298106265
"CA_15","Cultivar A",3,"A1",0.0164569107593919
"CA_15","Cultivar A",3,"A2",0.0764174076300905
"CA_15","Cultivar A",3,"A3",0.907125681610518
"CA_16","Cultivar A",3,"A1",0.0274909015499439
"CA_16","Cultivar A",3,"A2",0.0713910022645264
"CA_16","Cultivar A",3,"A3",0.90111809618553
"CA_17","Cultivar A",3,"A1",0.0152931306759156
"CA_17","Cultivar A",3,"A2",0.0441326322444086
"CA_17","Cultivar A",3,"A3",0.940574237079676
"CA_18","Cultivar A",3,"A1",0.091280984935657
"CA_18","Cultivar A",3,"A2",0.0300579060105825
"CA_18","Cultivar A",3,"A3",0.878661109053761
"CA_19","Cultivar A",3,"A1",0.0666124750930974
