"track","pos","value"
"Depth",10462000,39.78
"Depth",10466000,37.74
"Depth",10470000,45.33
"Depth",10474000,39.75
"Depth",10478000,37.75
"Depth",10482000,40.2
"Depth",10486000,39.2
"Depth",10490000,41.94
"Depth",10494000,39.77
"Depth",10498000,39.14
"Depth",10502000,35.72
"Depth",10506000,46.7
"Depth",10510000,42.06
"Depth",10514000,36.12
"Depth",10518000,39.84
"Depth",10522000,42.35
"Depth",10526000,34.24
"Depth",10530000,42.97
"Depth",10534000,40.49
"Depth",10538000,38.05
"Depth",10542000,42.92
"Depth",10546000,36.9
"Depth",10550000,45.32
"Depth",10554000,36.47
"Depth",10558000,43.03
"Depth",10562000,43.86
"Depth",10566000,38.4
"Depth",10570000,37.08
"Depth",10574000,36.76
"Depth",10578000,41.65
"Depth",10582000,45.13
"Depth",10586000,39.24
"Depth",10590000,35.67
"Depth",10594000,35.23
"Depth",10598000,42.45
"Depth",10602000,38.61
"Depth",10606000,40.63
"Depth",10610000,34.9
"Depth",10614000,33.2
"Depth",10618000,43.82
"Depth",10622000,43.6
"Depth",10626000,42.89
"Depth",10630000,42.4
"Depth",10634000,35.33
"Depth",10638000,42.25
"Depth",10642000,41.97
"Depth",10646000,43.69
"Depth",10650000,39.49
"Depth",10654000,39.74
"Depth",10658000,41
"Depth",10662000,32.96
"Depth",10666000,39.85
"Depth",10670000,36.85
"Depth",10674000,29.39
"Depth",10678000,45.22
"Depth",10682000,48.53
"Depth",10686000,42.59
"Depth",10690000,44.65
"Depth",10694000,47.39
"Depth",10698000,39
"Depth",10702000,18.77
"Depth",10706000,19.25
"Depth",10710000,20.2
"Depth",10714000,21.11
"Depth",10718000,22.9
"Depth",10722000,22.68
"Depth",10726000,20.59
"Depth",10730000,20.18
"Depth",10734000,19.87
"Depth",10738000,19.11
"Depth",10742000,23.7
"Depth",10746000,16.88
"Depth",10750000,16.55
"Depth",10754000,18.96
"Depth",10758000,19.88
"Depth",10762000,19.04
"Depth",10766000,21.02
"Depth",10770000,20.51
"Depth",10774000,18.96
"Depth",10778000,20.73
"Depth",10782000,24.65
"Depth",10786000,22.92
"Depth",10790000,20.45
"Depth",10794000,18.6
"Depth",10798000,18.89
"Depth",10802000,19.01
"Depth",10806000,20.72
"Depth",10810000,18.78
"Depth",10814000,20.19
"Depth",10818000,18.68
"Depth",10822000,19.11
"Depth",10826000,18.32
"Depth",10830000,21.78
"Depth",10834000,24.82
"Depth",10838000,23.06
"Depth",10842000,19.82
"Depth",10846000,19.73
"Depth",10850000,21.81
"Depth",10854000,21.62
"Depth",10858000,20.82
"Depth",10862000,19.78
"Depth",10866000,19.85
"Depth",10870000,22.59
"Depth",10874000,17.94
"Depth",10878000,19.16
"Depth",10882000,22.32
"Depth",10886000,18.03
"Depth",10890000,15.94
"Depth",10894000,23.27
"Depth",10898000,20.55
"Depth",10902000,18.41
"Depth",10906000,18.08
"Depth",10910000,20.64
"Depth",10914000,19.18
"Depth",10918000,18.6
"Depth",10922000,16.46
"Depth",10926000,18.18
"Depth",10930000,19.75
"Depth",10934000,19.13
"Depth",10938000,18.01
"Depth",10942000,18.45
"Depth",10946000,22.18
"Depth",10950000,16.51
"Depth",10954000,20.56
"Depth",10958000,22.71
"Depth",10962000,21.12
"Depth",10966000,21.75
"Depth",10970000,21.5
"Depth",10974000,20.15
"Depth",10978000,21.13
"Depth",10982000,18.96
"Depth",10986000,20.4
"Depth",10990000,20.21
"Depth",10994000,19.94
"Depth",10998000,20.39
"Depth",11002000,42.47
"Depth",11006000,37.57
"Depth",11010000,37.68
"Depth",11014000,32.61
"Depth",11018000,37.3
"Depth",11022000,38.18
"Depth",11026000,44.4
"Depth",11030000,46.63
"Depth",11034000,35.91
"Depth",11038000,40.23
"Depth",11042000,41.22
"Depth",11046000,40.31
"Depth",11050000,42.1
"Depth",11054000,34.29
"Depth",11058000,35.14
"Depth",11062000,42.6
"Depth",11066000,41.99
"Depth",11070000,39.37
"Depth",11074000,33.52
"Depth",11078000,34.86
"Depth",11082000,42.77
"Depth",11086000,38.34
"Depth",11090000,42.71
"Depth",11094000,39.52
"Depth",11098000,38.5
"Depth",11102000,40.63
"Depth",11106000,46.05
"Depth",11110000,34.9
"Depth",11114000,41.53
"Depth",11118000,38.86
"Depth",11122000,42.3
"Depth",11126000,36.47
"Depth",11130000,38.32
"Depth",11134000,43.24
"Depth",11138000,41.76
"Depth",11142000,44.03
"Depth",11146000,35.49
"Depth",11150000,38.13
"Depth",11154000,40.03
"Depth",11158000,39.08
"Depth",11162000,39.83
"Depth",11166000,42.63
"Depth",11170000,39.78
"Depth",11174000,36.04
"Depth",11178000,41.91
"Depth",11182000,43.02
"Depth",11186000,34.64
"Depth",11190000,40.98
"Depth",11194000,41.06
"Depth",11198000,40.16
"Depth",11202000,42.05
"Depth",11206000,39.07
"Depth",11210000,37.47
"Depth",11214000,62.65
"Depth",11218000,59.49
"Depth",11222000,62.16
"Depth",11226000,64.15
"Depth",11230000,62.97
"Depth",11234000,61.58
"Depth",11238000,60.8
"Depth",11242000,63.62
"Depth",11246000,63.54
"Depth",11250000,60.14
"Depth",11254000,63.65
"Depth",11258000,59.76
"Depth",11262000,61.71
"Depth",11266000,62.82
"Depth",11270000,60.75
"Depth",11274000,59.77
"Depth",11278000,63.84
"Depth",11282000,62.29
"Depth",11286000,62.21
"Depth",11290000,63.19
"Depth",11294000,62.58
"Depth",11298000,62
"Depth",11302000,63.05
"Depth",11306000,61.06
"Depth",11310000,65.25
"Depth",11314000,63.42
"Depth",11318000,60.95
"Depth",11322000,62.27
"Depth",11326000,58.8
"Depth",11330000,65.46
"Depth",11334000,63.19
"Depth",11338000,63.42
"Depth",11342000,61.21
"Depth",11346000,60.8
"Depth",11350000,66.36
"Depth",11354000,62.32
"Depth",11358000,59.61
"Depth",11362000,61.93
"Depth",11366000,61.07
"Depth",11370000,61.61
"Depth",11374000,61.74
"Depth",11378000,63.33
"Depth",11382000,58.65
"Depth",11386000,60.54
"Depth",11390000,65.66
"Depth",11394000,61.07
"Depth",11398000,60.91
"Depth",11402000,57.81
"Depth",11406000,64.07
"Depth",11410000,62.79
"Depth",11414000,63.82
"Depth",11418000,59.61
"Depth",11422000,60.22
"Depth",11426000,62.98
"Depth",11430000,62.74
"Depth",11434000,60.77
"Depth",11438000,62.39
"Depth",11442000,64.1
"Depth",11446000,58.56
"Depth",11450000,63.97
"Depth",11454000,61.96
"Depth",11458000,62.21
"Depth",11462000,61.46
"Depth",11466000,59
"Depth",11470000,64.97
"Depth",11474000,65.08
"Depth",11478000,62.71
"Depth",11482000,60.64
"Depth",11486000,62.58
"Depth",11490000,42.24
"Depth",11494000,38.01
"Depth",11498000,37.34
"Depth",11502000,38.9
"Depth",11506000,39.11
"Depth",11510000,45
"Depth",11514000,40.07
"Depth",11518000,38.21
"Depth",11522000,43.82
"Depth",11526000,38.64
"Depth",11530000,39.72
"Depth",11534000,38.46
"Depth",11538000,34.33
"Depth",11542000,45.59
"Depth",11546000,35.92
"Depth",11550000,34.77
"Depth",11554000,43.97
"Depth",11558000,40.24
"Depth",11562000,38.19
"Depth",11566000,40.94
"Depth",11570000,35.16
"Depth",11574000,41.41
"Depth",11578000,38.8
"Depth",11582000,37.61
"Depth",11586000,36.21
"Depth",11590000,36.99
"Depth",11594000,37.99
"Depth",11598000,43.13
"Depth",11602000,40.03
"Depth",11606000,39.47
"Depth",11610000,43.07
"Depth",11614000,35.33
"Depth",11618000,41.75
"Depth",11622000,38.93
"Depth",11626000,42.59
"Depth",11630000,38.75
"Depth",11634000,37.48
"Depth",11638000,40.08
"Depth",11642000,36.52
"Depth",11646000,41.31
"Depth",11650000,37.9
"Depth",11654000,36.8
"Depth",11658000,40.54
"Depth",11662000,44.49
"Depth",11666000,44.56
"Depth",11670000,46.93
"Depth",11674000,37.43
"Depth",11678000,41.03
"Depth",11682000,37.2
"Depth",11686000,37.92
"Depth",11690000,39.94
"Depth",11694000,40.46
"Depth",11698000,44.8
"Depth",11702000,38.94
"Depth",11706000,41
"Depth",11710000,42.48
"Depth",11714000,38.87
"Depth",11718000,34.52
"Depth",11722000,37.52
"Depth",11726000,41.35
"Depth",11730000,34.75
"Depth",11734000,39.66
"Depth",11738000,40.07
"Depth",11742000,43.83
"Depth",11746000,40.65
"Depth",11750000,36.66
"Depth",11754000,36.67
"Depth",11758000,39.4
"Depth",11762000,40.03
"Depth",11766000,37.16
"Depth",11770000,40.06
"Depth",11774000,43.42
"Depth",11778000,35.75
"Depth",11782000,43.54
"Depth",11786000,38.14
"Depth",11790000,40.78
"Depth",11794000,41.56
"Depth",11798000,40.52
"Depth",11802000,44.42
"Depth",11806000,38.17
"Depth",11810000,43.5
"Depth",11814000,36.06
"Depth",11818000,42.7
"Depth",11822000,35.11
"Depth",11826000,38.7
"Depth",11830000,42.21
"Depth",11834000,39.94
"Depth",11838000,40.18
"Depth",11842000,39.33
"Depth",11846000,37.19
"Depth",11850000,43.84
"Depth",11854000,39.25
"Depth",11858000,41.13
"Depth",11862000,37.36
"Depth",11866000,39.88
"Depth",11870000,41.97
"Depth",11874000,37.34
"Depth",11878000,46.35
"Depth",11882000,39.94
"Depth",11886000,42.35
"Depth",11890000,41.36
"Depth",11894000,38.49
"Depth",11898000,45.47
"Depth",11902000,40.06
"Depth",11906000,40.25
"Depth",11910000,44.41
"Depth",11914000,45.5
"Depth",11918000,45.64
"Depth",11922000,41.87
"Depth",11926000,40.07
"Depth",11930000,38.28
"Depth",11934000,35.21
"Depth",11938000,37.09
"Depth",11942000,41.03
"Depth",11946000,35.37
"Depth",11950000,36.1
"Depth",11954000,40.13
"Depth",11958000,37.5
"Depth",11962000,38.31
"Depth",11966000,37.92
"Depth",11970000,38.55
"Depth",11974000,43.55
"Depth",11978000,45.36
"Depth",11982000,43.01
"Depth",11986000,41.51
"Depth",11990000,39.32
"Depth",11994000,42.81
"Depth",11998000,39.07
"ATAC",10002000,6.8
"ATAC",10006000,10.37
"ATAC",10010000,7.02
"ATAC",10014000,15.07
"ATAC",10018000,1.25
"ATAC",10022000,14.78
"ATAC",10026000,6.55
"ATAC",10030000,16.62
"ATAC",10034000,10.83
"ATAC",10038000,10.51
"ATAC",10042000,2.8
"ATAC",10046000,1.37
"ATAC",10050000,13.92
"ATAC",10054000,11.54
"ATAC",10058000,20.52
"ATAC",10062000,2.23
"ATAC",10066000,14.42
"ATAC",10070000,13.29
"ATAC",10074000,1.11
"ATAC",10078000,18.54
"ATAC",10082000,0.02
"ATAC",10086000,0.25
"ATAC",10090000,0.65
"ATAC",10094000,18.08
"ATAC",10098000,8.35
"ATAC",10102000,4.65
"ATAC",10106000,11.75
"ATAC",10110000,16.23
"ATAC",10114000,0.43
"ATAC",10118000,6.23
"ATAC",10122000,23.14
"ATAC",10126000,1.86
"ATAC",10130000,3.91
"ATAC",10134000,32.58
"ATAC",10138000,5.06
"ATAC",10142000,4.03
"ATAC",10146000,3.84
"ATAC",10150000,4.43
"ATAC",10154000,14.13
"ATAC",10158000,2.69
"ATAC",10162000,1.75
"ATAC",10166000,0.78
"ATAC",10170000,2.22
"ATAC",10174000,3.46
"ATAC",10178000,1.39
"ATAC",10182000,0.19
"ATAC",10186000,1.99
"ATAC",10190000,2.59
"ATAC",10194000,2.63
"ATAC",10198000,1.93
"ATAC",10202000,5.02
"ATAC",10206000,1.25
"ATAC",10210000,5.05
"ATAC",10214000,2.47
"ATAC",10218000,11.15
"ATAC",10222000,0.42
"ATAC",10226000,11.47
"ATAC",10230000,2.02
"ATAC",10234000,3.39
"ATAC",10238000,3.89
"ATAC",10242000,8.28
"ATAC",10246000,16.23
"ATAC",10250000,4.13
"ATAC",10254000,7.44
"ATAC",10258000,8.96
"ATAC",10262000,18.78
"ATAC",10266000,0.93
"ATAC",10270000,5.58
"ATAC",10274000,11.74
"ATAC",10278000,7.96
"ATAC",10282000,20.57
"ATAC",10286000,6.57
"ATAC",10290000,1.11
"ATAC",10294000,3.65
"ATAC",10298000,14.25
"ATAC",10302000,10.03
"ATAC",10306000,6.36
"ATAC",10310000,3.4
"ATAC",10314000,4.15
"ATAC",10318000,1.65
"ATAC",10322000,7.81
"ATAC",10326000,13.66
"ATAC",10330000,21.33
"ATAC",10334000,2.58
"ATAC",10338000,6.41
"ATAC",10342000,2.01
"ATAC",10346000,6.3
"ATAC",10350000,0.3
"ATAC",10354000,8.8
"ATAC",10358000,4.71
"ATAC",10362000,20.18
"ATAC",10366000,13.8
"ATAC",10370000,21.71
"ATAC",10374000,13.93
"ATAC",10378000,33.68
"ATAC",10382000,25.86
"ATAC",10386000,37.8
"ATAC",10390000,57.25
"ATAC",10394000,80.91
"ATAC",10398000,104.55
"ATAC",10402000,136.21
"ATAC",10406000,177.36
"ATAC",10410000,190.75
"ATAC",10414000,213.75
"ATAC",10418000,230.67
"ATAC",10422000,240.12
"ATAC",10426000,208.91
"ATAC",10430000,190.73
"ATAC",10434000,163.8
"ATAC",10438000,138.64
"ATAC",10442000,108.2
"ATAC",10446000,78.12
"ATAC",10450000,56.19
"ATAC",10454000,48.46
"ATAC",10458000,25.98
"ATAC",10462000,28.5
"ATAC",10466000,19.37
"ATAC",10470000,20.11
"ATAC",10474000,9.48
"ATAC",10478000,1.9
"ATAC",10482000,2.03
"ATAC",10486000,20.81
"ATAC",10490000,2.26
"ATAC",10494000,1.81
"ATAC",10498000,8.39
"ATAC",10502000,27.68
"ATAC",10506000,1.74
"ATAC",10510000,4.42
"ATAC",10514000,13.21
"ATAC",10518000,23.82
"ATAC",10522000,13.54
"ATAC",10526000,2.48
"ATAC",10530000,0.83
"ATAC",10534000,2.75
"ATAC",10538000,20.35
"ATAC",10542000,0.57
"ATAC",10546000,7.29
"ATAC",10550000,4.14
"ATAC",10554000,2.31
"ATAC",10558000,1.14
"ATAC",10562000,6.94
"ATAC",10566000,0.73
"ATAC",10570000,14.62
"ATAC",10574000,6.14
"ATAC",10578000,9.7
"ATAC",10582000,0.45
"ATAC",10586000,18.77
"ATAC",10590000,0.44
"ATAC",10594000,4.76
"ATAC",10598000,14.48
"ATAC",10602000,0.19
"ATAC",10606000,18.93
"ATAC",10610000,9.92
"ATAC",10614000,13.28
"ATAC",10618000,23.41
"ATAC",10622000,3.63
"ATAC",10626000,22.61
"ATAC",10630000,5.76
"ATAC",10634000,0.88
"ATAC",10638000,23.43
"ATAC",10642000,3.54
"ATAC",10646000,33.37
"ATAC",10650000,2.88
"ATAC",10654000,4.26
"ATAC",10658000,1.55
"ATAC",10662000,3.23
"ATAC",10666000,2.89
"ATAC",10670000,2.01
"ATAC",10674000,9.72
"ATAC",10678000,0.51
"ATAC",10682000,7.83
"ATAC",10686000,5.87
"ATAC",10690000,14.78
"ATAC",10694000,3.99
"ATAC",10698000,2.48
"ATAC",10702000,2.28
"ATAC",10706000,0.91
"ATAC",10710000,2.64
"ATAC",10714000,1.37
"ATAC",10718000,12.45
"ATAC",10722000,7.06
"ATAC",10726000,0.07
"ATAC",10730000,3.77
"ATAC",10734000,1.7
"ATAC",10738000,7.43
"ATAC",10742000,4.11
"ATAC",10746000,3.68
"ATAC",10750000,4.7
"ATAC",10754000,9.41
"ATAC",10758000,4.62
"ATAC",10762000,19
"ATAC",10766000,13.58
"ATAC",10770000,8
"ATAC",10774000,3.27
"ATAC",10778000,1.29
"ATAC",10782000,4.58
"ATAC",10786000,8.78
"ATAC",10790000,0.73
"ATAC",10794000,22.84
"ATAC",10798000,0.65
"ATAC",10802000,4.18
"ATAC",10806000,2.54
"ATAC",10810000,2.54
"ATAC",10814000,0.18
"ATAC",10818000,18.27
"ATAC",10822000,2.31
"ATAC",10826000,17.91
"ATAC",10830000,14.06
"ATAC",10834000,6.99
"ATAC",10838000,30.52
"ATAC",10842000,2.88
"ATAC",10846000,2.9
"ATAC",10850000,10.02
"ATAC",10854000,29.48
"ATAC",10858000,1.03
"ATAC",10862000,7.2
"ATAC",10866000,1.87
"ATAC",10870000,11.33
"ATAC",10874000,9.66
"ATAC",10878000,9.61
"ATAC",10882000,0.02
"ATAC",10886000,1.18
"ATAC",10890000,1.4
"ATAC",10894000,0.3
"ATAC",10898000,3.06
"ATAC",10902000,1.8
"ATAC",10906000,6.68
"ATAC",10910000,4.79
"ATAC",10914000,14.3
"ATAC",10918000,0.59
"ATAC",10922000,11.46
"ATAC",10926000,17.13
"ATAC",10930000,4.36
"ATAC",10934000,5.8
"ATAC",10938000,1.8
"ATAC",10942000,0.87
"ATAC",10946000,5.83
"ATAC",10950000,22.61
"ATAC",10954000,0.54
"ATAC",10958000,3.85
"ATAC",10962000,1.29
"ATAC",10966000,3.87
"ATAC",10970000,10.27
"ATAC",10974000,3.17
"ATAC",10978000,1.39
"ATAC",10982000,4.89
"ATAC",10986000,0.53
"ATAC",10990000,0.03
"ATAC",10994000,5.46
"ATAC",10998000,27.21
"ATAC",11002000,7
"ATAC",11006000,3
"ATAC",11010000,3.01
"ATAC",11014000,7.26
"ATAC",11018000,3.81
"ATAC",11022000,9.45
"ATAC",11026000,13.24
"ATAC",11030000,0.92
"ATAC",11034000,1.01
"ATAC",11038000,0.32
"ATAC",11042000,8.16
"ATAC",11046000,10.29
"ATAC",11050000,16.73
"ATAC",11054000,2.51
"ATAC",11058000,4.17
"ATAC",11062000,1.94
"ATAC",11066000,3.47
"ATAC",11070000,6.88
"ATAC",11074000,14.62
"ATAC",11078000,7.22
"ATAC",11082000,4.55
"ATAC",11086000,30.62
"ATAC",11090000,1.23
"ATAC",11094000,3.5
"ATAC",11098000,0.62
"ATAC",11102000,3.46
"ATAC",11106000,18.77
"ATAC",11110000,3.29
"ATAC",11114000,13.41
"ATAC",11118000,1.27
"ATAC",11122000,6.32
"ATAC",11126000,17.12
"ATAC",11130000,3.73
"ATAC",11134000,4.39
"ATAC",11138000,1.18
"ATAC",11142000,1.99
"ATAC",11146000,17.19
"ATAC",11150000,20.13
"ATAC",11154000,6.19
"ATAC",11158000,3.73
"ATAC",11162000,3.1
"ATAC",11166000,9.64
"ATAC",11170000,5.49
"ATAC",11174000,1.77
"ATAC",11178000,4.2
"ATAC",11182000,4.87
"ATAC",11186000,10.68
"ATAC",11190000,1.3
"ATAC",11194000,0.6
"ATAC",11198000,10.67
"ATAC",11202000,0.76
"ATAC",11206000,18.18
"ATAC",11210000,4.24
"ATAC",11214000,5.8
"ATAC",11218000,8.22
"ATAC",11222000,0.75
"ATAC",11226000,7.3
"ATAC",11230000,3.11
"ATAC",11234000,17.43
"ATAC",11238000,1.1
"ATAC",11242000,1.23
"ATAC",11246000,0.42
"ATAC",11250000,1.23
"ATAC",11254000,5.15
"ATAC",11258000,33.28
"ATAC",11262000,0.41
"ATAC",11266000,31.38
"ATAC",11270000,3.72
"ATAC",11274000,13.99
"ATAC",11278000,2.83
"ATAC",11282000,4.98
"ATAC",11286000,0.69
"ATAC",11290000,1.09
"ATAC",11294000,9.12
"ATAC",11298000,0.18
"ATAC",11302000,2.41
"ATAC",11306000,0.01
"ATAC",11310000,0.96
"ATAC",11314000,0.58
"ATAC",11318000,9.41
"ATAC",11322000,15.66
"ATAC",11326000,6.36
"ATAC",11330000,12.67
"ATAC",11334000,3.05
"ATAC",11338000,4.35
"ATAC",11342000,10.02
"ATAC",11346000,4.74
"ATAC",11350000,2.18
"ATAC",11354000,2.45
"ATAC",11358000,13.76
"ATAC",11362000,13.62
"ATAC",11366000,5.51
"ATAC",11370000,8.32
"ATAC",11374000,0.66
"ATAC",11378000,9.43
"ATAC",11382000,2.68
"ATAC",11386000,27.5
"ATAC",11390000,5.43
"ATAC",11394000,14.92
"ATAC",11398000,19.24
"ATAC",11402000,10.35
"ATAC",11406000,1.03
"ATAC",11410000,8.48
"ATAC",11414000,23.63
"ATAC",11418000,4.25
"ATAC",11422000,4.23
"ATAC",11426000,6.64
"ATAC",11430000,6.45
"ATAC",11434000,5.65
"ATAC",11438000,4.71
"ATAC",11442000,6.65
"ATAC",11446000,0.4
"ATAC",11450000,6.92
"ATAC",11454000,5.28
"ATAC",11458000,4.85
"ATAC",11462000,3.74
"ATAC",11466000,2.18
"ATAC",11470000,23.68
"ATAC",11474000,6.49
"ATAC",11478000,3.64
"ATAC",11482000,0.02
"ATAC",11486000,2.93
"ATAC",11490000,3.11
"ATAC",11494000,17.17
"ATAC",11498000,13.57
"ATAC",11502000,9.54
"ATAC",11506000,10.04
"ATAC",11510000,2.09
"ATAC",11514000,0.37
"ATAC",11518000,15.03
"ATAC",11522000,0.77
"ATAC",11526000,9.35
"ATAC",11530000,11.04
"ATAC",11534000,10.26
"ATAC",11538000,12.45
"ATAC",11542000,11.47
"ATAC",11546000,14.6
"ATAC",11550000,3.77
"ATAC",11554000,2.56
"ATAC",11558000,11.12
"ATAC",11562000,11.42
"ATAC",11566000,4.23
"ATAC",11570000,15.83
"ATAC",11574000,15.83
"ATAC",11578000,16.39
"ATAC",11582000,6.25
"ATAC",11586000,16.71
"ATAC",11590000,47.52
"ATAC",11594000,29.92
"ATAC",11598000,50.35
"ATAC",11602000,84.61
"ATAC",11606000,99.74
"ATAC",11610000,135.98
"ATAC",11614000,152.05
"ATAC",11618000,177.83
"ATAC",11622000,162.68
"ATAC",11626000,158.3
"ATAC",11630000,129.55
"ATAC",11634000,102.93
"ATAC",11638000,71.82
"ATAC",11642000,60.4
"ATAC",11646000,43.57
"ATAC",11650000,22.75
"ATAC",11654000,13
"ATAC",11658000,5.85
"ATAC",11662000,2.88
"ATAC",11666000,8.31
"ATAC",11670000,12.76
"ATAC",11674000,29.5
"ATAC",11678000,13.67
"ATAC",11682000,13.67
"ATAC",11686000,4.79
"ATAC",11690000,0.17
"ATAC",11694000,0.48
"ATAC",11698000,17.26
"ATAC",11702000,13.03
"ATAC",11706000,11.73
"ATAC",11710000,6.71
"ATAC",11714000,2.49
"ATAC",11718000,4.34
"ATAC",11722000,7.8
"ATAC",11726000,6.01
"ATAC",11730000,31.76
"ATAC",11734000,5.55
"ATAC",11738000,8.93
"ATAC",11742000,0.21
"ATAC",11746000,20.32
"ATAC",11750000,1.87
"ATAC",11754000,17.83
"ATAC",11758000,8.19
"ATAC",11762000,0.14
"ATAC",11766000,3.39
"ATAC",11770000,17.16
"ATAC",11774000,6.78
"ATAC",11778000,14.82
"ATAC",11782000,2.09
"ATAC",11786000,20.33
"ATAC",11790000,20.29
"ATAC",11794000,14.48
"ATAC",11798000,8.2
"ATAC",11802000,8.83
"ATAC",11806000,4.46
"ATAC",11810000,0.7
"ATAC",11814000,14.64
"ATAC",11818000,0.08
"ATAC",11822000,2.7
"ATAC",11826000,29.56
"ATAC",11830000,1.43
"ATAC",11834000,6.3
"ATAC",11838000,10.67
"ATAC",11842000,2.28
"ATAC",11846000,28.02
"ATAC",11850000,7.5
"ATAC",11854000,4.37
"ATAC",11858000,6.47
"ATAC",11862000,28.91
"ATAC",11866000,0.44
"ATAC",11870000,1.9
"ATAC",11874000,0.6
"ATAC",11878000,2.13
"ATAC",11882000,35.57
"ATAC",11886000,0.03
"ATAC",11890000,5.44
"ATAC",11894000,6.46
"ATAC",11898000,13.65
"ATAC",11902000,7.09
"ATAC",11906000,2.12
"ATAC",11910000,1.9
"ATAC",11914000,2.64
"ATAC",11918000,17.66
"ATAC",11922000,2.35
"ATAC",11926000,2.39
"ATAC",11930000,0.52
"ATAC",11934000,0.69
"ATAC",11938000,1.76
"ATAC",11942000,23.71
"ATAC",11946000,0.54
"ATAC",11950000,5.71
"ATAC",11954000,0.18
"ATAC",11958000,3.22
"ATAC",11962000,3.7
"ATAC",11966000,17.97
"ATAC",11970000,16.4
"ATAC",11974000,5.06
"ATAC",11978000,9.72
"ATAC",11982000,0.4
"ATAC",11986000,20.51
"ATAC",11990000,5.28
"ATAC",11994000,2.23
"ATAC",11998000,0.97
"RNA",10002000,2.9
"RNA",10006000,16.3
"RNA",10010000,4.51
"RNA",10014000,1.3
"RNA",10018000,13.39
"RNA",10022000,13.67
"RNA",10026000,1.53
"RNA",10030000,2.36
"RNA",10034000,12.62
"RNA",10038000,1.51
"RNA",10042000,0.61
"RNA",10046000,26.42
"RNA",10050000,9.27
"RNA",10054000,5.56
"RNA",10058000,14.33
"RNA",10062000,3.58
"RNA",10066000,15.76
"RNA",10070000,10.21
"RNA",10074000,1.82
"RNA",10078000,8.83
"RNA",10082000,5.7
"RNA",10086000,3.42
"RNA",10090000,6.1
"RNA",10094000,1.6
"RNA",10098000,3.92
"RNA",10102000,4.34
"RNA",10106000,5.95
"RNA",10110000,5.45
"RNA",10114000,3.36
"RNA",10118000,3.78
"RNA",10122000,3.08
"RNA",10126000,1.16
"RNA",10130000,5.43
"RNA",10134000,2.95
"RNA",10138000,9.34
"RNA",10142000,20.55
"RNA",10146000,1.56
"RNA",10150000,2.77
"RNA",10154000,5.98
